,media_goals_home,media_goals_away,asian_handicap1_1,asian_handicap1_2,odds_ah1,ah1_negativa,ah1_positiva,ah1_reembolso
3359,3.5,2.6,0.0,0.0,1.85,False,False,True
3360,1.0,1.5,0.5,0.5,1.925,True,False,False
3361,2.25,2.25,0.0,0.0,1.925,True,False,False
3368,2.25,5.75,0.0,0.5,1.8,True,False,False
3369,2.25,1.75,-0.5,-1.0,1.8,False,True,False
3370,1.625,2.3,0.0,0.0,1.825,False,True,False
3371,3.4,2.6,-0.5,-1.0,1.85,False,True,False
3372,2.5,3.75,-0.5,-0.5,1.9,True,False,False
3373,1.75,2.25,0.0,0.0,1.925,True,False,False
3374,3.5,3.5,0.5,0.5,1.8,False,True,False
3375,3.1,1.875,0.0,0.0,1.825,False,True,False
3376,2.25,1.5,0.0,0.0,1.85,False,False,True
3377,1.0,5.75,1.0,1.0,1.875,True,False,False
3378,3.4,2.9,-1.0,-1.0,1.825,False,False,True
3379,2.7,2.3,0.0,0.0,1.85,False,True,False
3380,1.75,1.75,-0.5,-0.5,1.775,True,False,False
3381,2.25,3.75,0.0,0.0,1.825,True,False,False
3382,1.0,2.25,0.5,0.5,1.775,False,True,False
3383,2.5,1.5,0.0,-0.5,1.8,False,False,True
3393,1.75,2.25,0.0,-0.5,1.975,False,False,True
3396,3.0,4.25,0.0,0.0,1.85,True,False,False
3397,1.75,1.0,-1.0,-1.5,1.925,False,False,True
3398,3.4,3.8,1.0,1.0,1.875,True,False,False
3404,1.75,1.0,0.0,-0.5,1.775,False,True,False
3405,3.0,2.75,0.0,0.5,1.925,False,True,False
3406,2.6,2.625,0.0,-0.5,1.925,True,False,False
3407,2.2,1.9,0.0,-0.5,1.875,False,True,False
3409,3.0,1.0,-0.5,-1.0,1.9,True,False,False
3410,1.625,2.3,0.0,0.0,1.8,True,False,False
3411,3.1,2.4,-0.5,-0.5,1.775,True,False,False
3412,1.75,4.25,0.0,0.0,1.775,True,False,False
3413,3.0,3.5,0.0,0.0,1.925,False,True,False
3414,2.2,3.8,0.5,0.5,1.8,False,True,False
3415,3.4,2.625,0.0,0.0,1.8,True,False,False
3420,3.0,1.0,-0.5,-0.5,1.85,False,True,False
3421,1.75,4.25,0.0,0.0,1.85,True,False,False
3422,1.75,3.5,0.0,0.5,1.925,True,False,False
3423,1.75,2.25,0.0,-0.5,1.85,True,False,False
3426,2.375,2.4,0.5,0.5,1.75,False,True,False
3427,3.7,2.2,0.0,0.5,1.9,False,True,False
3428,2.5,2.0,-0.5,-0.5,1.85,False,True,False
3429,2.5,2.75,0.5,1.0,1.8,False,True,False
3430,2.2,1.75,0.0,0.0,1.95,False,True,False
3431,3.6,3.0,0.5,0.5,1.875,False,True,False
3432,1.75,2.75,0.0,0.0,1.85,True,False,False
3433,3.4285714285714284,2.5,0.0,0.0,1.775,False,True,False
3434,3.2,2.2,-0.5,-0.5,1.9,False,True,False
3435,2.375,2.8,0.0,0.0,1.85,False,True,False
3437,2.5,2.0,-1.0,-1.5,1.925,True,False,False
3439,2.2,2.4,0.0,0.0,1.85,False,False,True
3440,2.5,2.5,0.5,0.5,1.925,True,False,False
3441,1.75,2.0,0.0,0.0,1.825,True,False,False
3446,3.6,1.75,-0.5,-0.5,1.95,False,True,False
3447,2.2,2.8,0.0,-0.5,1.875,True,False,False
3448,3.4285714285714284,2.75,0.5,0.5,1.85,False,True,False
3449,1.75,2.0,-0.5,-1.0,1.85,False,True,False
3450,2.375,2.2,0.0,0.0,1.75,False,False,True
3451,3.2,2.4,-0.5,-0.5,1.8,True,False,False
3452,2.5,2.75,0.0,0.0,1.85,False,False,True
3453,1.75,2.0,0.0,0.0,1.925,True,False,False
3454,2.2,3.0,0.5,0.5,1.85,True,False,False
3455,3.7,1.75,0.0,0.0,1.85,False,True,False
3456,1.75,2.5,0.0,0.0,1.825,False,False,True
3457,2.5,2.75,1.0,1.5,1.775,False,False,True
3458,3.2,2.8,-1.0,-1.0,1.825,True,False,False
3459,3.6,2.2,0.0,0.0,1.85,False,True,False
3460,1.75,2.0,-0.5,-0.5,1.775,True,False,False
3461,3.4285714285714284,2.75,0.0,0.0,1.85,False,True,False
3464,2.5,2.0,0.0,0.5,1.85,True,False,False
3465,2.5,2.5,0.0,-0.5,1.8,True,False,False
3467,3.6,1.8,0.0,0.0,1.925,False,False,True
3468,2.75,2.25,-0.5,-0.5,1.8,True,False,False
3469,2.0,3.25,0.5,1.0,1.775,True,False,False
3470,1.9,2.1,0.0,0.0,1.875,False,False,True
3471,2.0,3.6,0.5,0.5,1.85,True,False,False
3472,3.0,2.5,0.0,0.5,1.75,False,True,False
3473,2.0,1.5,0.0,0.0,1.85,False,True,False
3474,2.9,1.8,-0.5,-0.5,1.925,True,False,False
3475,2.8,2.8,0.0,0.0,1.925,False,True,False
3476,1.75,3.25,0.0,0.0,1.85,True,False,False
3477,2.75,3.0,-1.0,-1.5,1.925,True,False,False
3478,3.6,3.6,1.0,1.0,1.875,True,False,False
3479,1.9,2.3,0.0,0.0,1.825,False,False,True
3480,2.0,1.5,0.5,1.0,1.8,True,False,False
3481,3.0,2.25,0.0,0.0,1.85,False,True,False
3482,3.6,2.3,0.0,0.0,1.925,False,False,True
3483,2.8,3.6,1.0,1.5,1.85,True,False,False
3484,2.0,3.0,-0.5,-0.5,1.775,True,False,False
3485,1.75,2.5,0.0,0.5,1.9,True,False,False
3486,2.0,2.1,0.0,-0.5,1.9,False,True,False
3487,1.9,2.8,0.0,0.0,1.775,True,False,False
3488,2.0,2.5,0.5,0.5,1.9,False,True,False
3490,2.8,1.8,0.0,0.0,1.85,False,True,False
3491,2.9,2.3,-0.5,-0.5,1.85,False,True,False
3492,2.75,3.25,0.0,-0.5,1.95,True,False,False
3493,1.75,2.25,0.0,0.0,1.9,True,False,False
3494,1.9,3.6,0.5,0.5,1.775,False,True,False
3495,3.6,2.1,0.0,0.0,1.775,True,False,False
3498,2.9,2.8,-1.0,-1.0,1.825,True,False,False
3500,1.75,3.0,-0.5,-1.0,1.9,True,False,False
3501,2.0,3.25,0.0,0.0,1.85,False,False,True
3504,2.0,2.25,0.5,0.5,1.825,True,False,False
3505,2.75,1.5,0.0,-0.5,1.8,False,True,False
3506,2.0,1.5,0.0,0.5,1.75,False,True,False
3507,0.9,1.8,0.0,0.5,1.85,True,False,False
3508,3.0,1.3,-0.5,-0.5,1.8,True,False,False
3509,1.7,2.3,0.0,-0.5,1.925,True,False,False
3510,2.7,1.8,0.0,0.0,1.825,False,False,True
3511,2.0,1.4,0.0,0.0,1.85,False,False,True
3512,0.9,2.3,0.0,0.5,1.925,False,True,False
3513,3.0,1.5,0.0,0.0,1.725,False,True,False
3514,0.9,1.5,0.5,1.0,1.85,False,True,False
3515,2.0,2.3,0.5,0.5,1.75,False,True,False
3516,1.7,1.3,0.0,-0.5,1.95,False,False,True
3517,3.0,1.4,0.0,-0.5,1.85,False,True,False
3518,2.0,1.8,0.5,0.5,1.9,False,True,False
3519,2.7,1.5,0.0,0.5,1.775,True,False,False
3520,3.0,2.3,0.0,0.0,1.85,False,True,False
3521,0.9,1.3,0.0,0.0,1.85,False,False,True
3523,1.7,1.8,0.0,0.0,1.975,False,False,True
3524,2.4,2.5,-0.5,-1.0,1.85,True,False,False
3525,2.9,1.6666666666666667,0.0,-0.5,1.75,False,True,False
3526,1.6666666666666667,2.3,0.0,0.5,1.75,False,False,True
3527,1.6,2.4,0.0,0.5,1.925,False,False,True
3528,1.8,1.6666666666666667,-0.5,-0.5,1.925,False,True,False
3529,2.4,2.6,0.0,-0.5,1.925,False,False,True
3530,2.9,2.4,0.0,0.0,1.9,False,True,False
3531,1.6666666666666667,2.5,0.0,0.0,1.85,True,False,False
3532,1.6,2.6,0.0,0.5,1.925,True,False,False
3533,1.8,2.3,0.0,0.0,1.725,False,True,False
3534,1.6,2.3,0.5,0.5,1.8,False,True,False
3535,1.6666666666666667,2.6,0.0,0.5,1.925,True,False,False
3536,2.4,1.6666666666666667,0.0,-0.5,1.9,False,True,False
3537,1.8,2.5,0.0,-0.5,1.85,True,False,False
3542,2.9,2.5,0.0,-0.5,1.775,False,True,False
3543,2.4,2.4,0.0,0.5,1.85,False,False,True
3544,1.7,2.2,0.0,0.0,1.8,False,False,True
3545,3.3,2.4,0.0,-0.5,1.775,False,True,False
3546,2.5,2.8,0.0,0.0,1.95,True,False,False
3547,2.3,2.2,0.0,0.5,1.85,True,False,False
3548,2.333333333333333,2.4,-0.5,-0.5,1.875,False,True,False
3549,1.7,2.5,0.0,-0.5,1.9,True,False,False
3552,2.3,2.5,0.5,0.5,1.85,False,True,False
3553,2.333333333333333,2.8,0.0,-0.5,1.8,True,False,False
3554,2.3,2.8,0.0,0.0,1.85,False,False,True
3555,2.5,2.5,0.0,0.5,1.925,True,False,False
3556,1.7,2.4,0.0,-0.5,1.85,True,False,False
3557,2.333333333333333,2.2,0.0,-0.5,1.8,True,False,False
3558,2.5,2.2,0.5,0.5,1.9,False,True,False
3559,3.3,2.8,0.0,0.5,1.8,False,True,False
3560,2.333333333333333,2.5,0.0,0.0,1.875,False,True,False
3561,2.3,2.4,0.0,0.0,1.875,False,False,True
3562,3.3,2.2,0.0,-0.5,1.775,True,False,False
3563,1.7,2.2,0.0,0.5,1.775,False,False,True
3570,2.4,2.2,0.0,0.0,1.875,False,True,False
3571,1.7,2.0,0.0,0.0,1.9,False,False,True
3572,2.4,1.8,-0.5,-1.0,1.85,False,False,True
3573,1.5,1.7,0.0,-0.5,1.925,False,True,False
3574,2.4,1.3,0.0,0.5,1.775,True,False,False
3575,2.6,2.3,-0.5,-0.5,1.9,True,False,False
3576,2.5,3.8,0.5,1.0,1.925,True,False,False
3577,3.5,1.8,0.0,0.0,1.875,False,True,False
3582,1.7,2.3,0.0,0.0,1.875,False,False,True
3583,2.4,2.2,0.0,0.0,1.825,False,True,False
3588,1.5,1.8,0.0,0.0,1.825,True,False,False
3589,2.4,1.8,-1.0,-1.0,1.85,True,False,False
3590,2.6,1.3,0.0,0.0,1.9,False,True,False
3591,2.4,2.0,0.0,0.0,1.8,False,True,False
3592,3.5,3.8,0.0,0.5,1.875,False,False,True
3593,2.5,2.5,0.0,0.5,1.9,False,True,False
3599,1.7,1.3,0.0,0.0,1.75,False,False,True
3614,1.7142857142857142,1.7,-0.5,-0.5,1.8,True,False,False
3617,2.1,1.5714285714285714,0.0,0.0,1.875,False,True,False
3618,2.1,0.8571428571428571,0.0,-0.5,1.925,False,False,True
3619,1.7,0.8571428571428571,0.0,0.0,1.875,False,False,True
3620,1.7142857142857142,2.5,0.5,1.0,1.85,False,False,True
3621,2.0,2.5,0.0,0.5,1.775,True,False,False
3622,1.7142857142857142,2.0,0.5,0.5,1.875,True,False,False
3625,2.0,1.8571428571428568,0.0,0.5,1.825,False,False,True
3626,2.8,1.8571428571428568,0.0,-0.5,1.9,True,False,False
3627,2.8,1.3,0.0,-0.5,1.925,False,True,False
3628,2.2,1.8571428571428568,0.0,0.5,1.9,False,True,False
3629,2.2,2.5,1.0,1.0,1.875,False,True,False
3631,1.7142857142857142,1.3,0.0,-0.5,1.875,True,False,False
3632,2.375,2.1,0.0,-0.5,1.925,False,True,False
3633,1.875,1.3,0.0,-0.5,1.95,False,True,False
3634,1.25,2.1,0.0,0.5,1.75,True,False,False
3635,2.375,1.5,0.0,0.0,1.925,True,False,False
3638,1.25,1.5,0.5,0.5,1.825,True,False,False
3639,1.2222222222222223,1.0,0.0,0.0,1.925,False,True,False
3640,1.25,1.0,0.0,0.5,1.75,False,False,True
3641,1.2222222222222223,2.1,0.0,0.0,1.875,False,False,True
3642,2.4,1.0,0.0,0.5,1.85,False,True,False
3643,1.2222222222222223,1.5,0.0,0.5,1.9,False,False,True
3644,2.4,1.1428571428571428,0.0,-0.5,1.95,False,True,False
3645,1.875,1.0,0.0,0.0,1.775,False,True,False
3647,1.875,2.1,0.0,0.0,1.8,False,False,True
3648,1.875,1.1428571428571428,-0.5,-0.5,1.875,True,False,False
3649,2.375,1.3,0.0,0.0,1.775,False,True,False
3650,2.375,1.1428571428571428,0.0,-0.5,1.95,False,True,False
3651,2.4,1.3,0.0,0.0,1.825,False,False,True
3652,2.7,1.625,0.0,-0.5,1.925,True,False,False
3653,2.25,1.625,0.0,-0.5,1.8,False,True,False
3654,2.7,1.625,0.0,0.0,1.925,False,True,False
3655,1.1,1.625,0.0,0.5,1.75,True,False,False
3660,1.1,2.6,0.0,0.5,1.75,True,False,False
3661,2.125,1.625,0.0,0.0,1.875,False,True,False
3668,2.25,1.3,-0.5,-0.5,1.875,False,True,False
3669,2.7,1.625,0.0,0.0,1.775,False,True,False
3674,2.0,3.375,0.0,0.5,1.925,False,False,True
3676,2.0,1.875,0.0,0.0,1.875,True,False,False
3678,2.0,2.3,0.5,0.5,1.825,False,True,False
3679,1.75,1.9,0.0,0.5,1.775,False,True,False
3680,2.0,1.9,0.0,0.5,1.75,False,False,True
3681,1.75,3.375,0.0,0.0,1.9,True,False,False
3683,1.75,2.3,0.0,0.5,1.75,True,False,False
3684,2.0,2.5,0.0,-0.5,1.95,True,False,False
3685,1.6,1.9,0.0,0.0,1.775,False,True,False
3690,2.1,2.5,0.0,-0.5,1.95,False,False,True
3694,0.9,3.375,0.5,0.5,1.85,True,False,False
3695,2.5,3.625,0.0,0.5,1.825,True,False,False
3696,0.9,3.25,1.0,1.5,1.825,False,False,True
3697,2.0,3.625,0.0,0.5,1.825,False,False,True
3698,0.9,3.625,0.0,0.5,1.8,True,False,False
3699,3.75,2.125,-0.5,-1.0,1.875,True,False,False
3700,0.9,2.125,0.5,0.5,1.825,False,True,False
3701,3.75,3.375,0.0,-0.5,1.8,True,False,False
3702,2.0,2.125,0.0,-0.5,1.925,False,False,True
3703,3.75,3.625,0.0,-0.5,1.85,False,True,False
3704,2.0,1.5,-0.5,-0.5,1.85,False,True,False
3705,1.875,2.125,0.0,-0.5,1.875,True,False,False
3706,3.75,1.5,-1.0,-1.0,1.8,False,True,False
3707,1.875,3.375,0.0,-0.5,1.925,True,False,False
3708,1.875,1.5,0.0,-0.5,1.9,False,False,True
3709,2.5,3.25,0.5,1.0,1.825,True,False,False
3710,2.5,1.5,-0.5,-0.5,1.875,False,True,False
3711,2.0,3.25,0.5,0.5,1.8,False,True,False
3712,2.8,2.9,0.0,0.5,1.775,True,False,False
3713,3.25,4.0,0.0,0.5,1.8,False,True,False
3714,2.375,2.9,0.5,0.5,1.85,False,True,False
3715,2.8,3.5,0.0,0.0,1.925,True,False,False
3716,2.375,4.0,1.0,1.5,1.775,False,True,False
3717,3.0,3.5,0.0,0.0,1.8,True,False,False
3718,1.625,2.625,0.0,-0.5,1.85,False,True,False
3719,1.625,3.75,1.0,1.5,1.9,True,False,False
3723,1.875,2.625,0.0,0.0,1.825,True,False,False
3729,3.5,2.875,-1.0,-1.5,1.825,False,True,False
3730,3.0,2.7,0.0,-0.5,1.9,True,False,False
3732,1.875,2.875,0.0,-0.5,1.9,True,False,False
3733,3.5,2.625,-1.5,-2.0,1.85,True,False,False
3734,3.0,1.5,-0.5,-0.5,1.925,False,True,False
3735,3.25,2.7,0.0,-0.5,1.825,False,True,False
3736,2.5,2.875,0.0,0.5,1.85,False,True,False
3737,3.5,2.25,-1.0,-1.5,1.825,False,False,True
3738,3.125,1.5,-1.0,-1.5,1.85,False,False,True
3739,3.25,2.9,0.0,0.5,1.775,True,False,False
3740,2.5,2.0,0.0,-0.5,1.9,False,False,True
3741,1.625,2.875,0.0,0.0,1.8,False,True,False
3742,3.25,1.5,-0.5,-0.5,1.85,True,False,False
3743,2.8,4.0,0.5,0.5,1.85,True,False,False
3744,3.5,2.0,-1.0,-1.5,1.8,False,True,False
3745,1.625,2.625,-0.5,-0.5,1.9,True,False,False
3746,2.8,1.5,-0.5,-0.5,1.9,False,True,False
3747,3.0,4.0,0.0,0.5,1.85,True,False,False
3748,1.625,2.0,0.0,-0.5,1.85,False,True,False
3749,1.625,3.75,1.0,1.5,1.825,True,False,False
3750,3.0,2.75,0.0,0.5,1.775,False,True,False
3751,1.5,3.625,0.0,0.5,1.85,False,False,True
3752,1.625,2.0,0.0,0.0,1.825,False,True,False
3753,2.5,3.75,1.5,1.5,1.85,True,False,False
3754,2.875,2.75,0.5,0.5,1.875,True,False,False
3755,3.0,2.9,0.0,0.5,1.875,True,False,False
3756,2.2,2.4,0.0,-0.5,1.825,True,False,False
3757,1.25,3.75,1.0,1.5,1.875,False,False,True
3758,2.875,3.625,1.0,1.0,1.9,False,True,False
3760,2.5,2.4,0.0,0.5,1.85,True,False,False
3761,2.2,2.625,0.0,0.0,1.875,False,True,False
3765,3.1,2.625,0.0,0.5,1.875,True,False,False
3766,2.875,2.5,0.5,0.5,1.825,True,False,False
3767,2.875,2.75,0.0,-0.5,1.8,False,False,True
3771,2.875,2.9,0.0,-0.5,1.85,False,False,True
3772,2.5,3.0,0.5,0.5,1.8,False,True,False
3773,3.75,2.4,-0.5,-1.0,1.85,False,True,False
3774,2.875,1.625,-0.5,-0.5,1.825,False,True,False
3775,1.5,2.5,0.0,-0.5,1.825,True,False,False
3776,2.875,1.625,-1.0,-1.0,1.8,False,False,True
3777,1.5,2.75,0.0,0.0,1.9,True,False,False
3778,3.1,3.0,0.0,0.5,1.85,False,True,False
3779,3.75,2.625,-1.0,-1.5,1.85,False,True,False
3780,1.5,1.625,-0.5,-0.5,1.85,False,True,False
3781,3.0,3.625,0.5,1.0,1.85,True,False,False
3783,1.25,3.0,0.0,0.0,1.8,True,False,False
3784,3.0,1.625,-0.5,-0.5,1.85,False,True,False
3785,2.875,3.625,0.0,0.5,1.8,False,True,False
3786,3.75,2.75,-1.0,-1.5,1.8,True,False,False
3787,1.25,2.4,0.0,-0.5,1.8,True,False,False
3790,2.2,2.75,0.0,-0.5,1.8,False,False,True
3791,3.1,3.75,0.5,1.0,1.85,False,True,False
3796,3.0,1.8571428571428568,-1.0,-1.5,1.85,False,True,False
3797,2.333333333333333,1.5,0.0,0.5,1.85,False,True,False
3798,3.625,2.9,0.0,0.5,1.85,False,True,False
3799,2.625,2.875,0.0,0.0,1.9,False,True,False
3800,3.0,1.1428571428571428,-1.0,-1.0,1.85,False,True,False
3801,2.625,1.5,0.5,1.0,1.9,False,True,False
3810,3.625,2.25,0.5,0.5,1.8,False,True,False
3811,3.125,2.9,-1.0,-1.0,1.8,False,True,False
3812,1.375,1.5,0.5,0.5,1.8,False,True,False
3814,2.5,2.25,0.0,0.5,1.85,True,False,False
3815,3.125,2.875,-1.0,-1.5,1.825,False,True,False
3816,2.625,2.1,1.0,1.5,1.85,False,True,False
3817,2.0,2.2,0.0,-0.5,1.9,False,False,True
3819,3.0,2.25,0.0,0.0,1.8,False,True,False
3836,1.6,2.2,-1.0,-1.0,1.85,False,False,True
3837,2.2,2.5,0.5,0.5,1.9,True,False,False
3840,1.8,1.6,0.0,0.0,1.775,False,True,False
3841,1.6,2.6,-0.5,-1.0,1.775,True,False,False
3842,2.7,1.25,0.0,0.0,1.825,True,False,False
3843,2.0,2.4,0.0,0.0,1.875,False,True,False
3848,2.4,1.6,0.0,0.5,1.925,True,False,False
3849,2.125,2.4,0.0,0.5,1.875,False,True,False
3850,2.0,1.25,0.0,0.0,1.85,False,True,False
3851,2.7,1.7,0.0,0.0,1.85,False,True,False
3856,3.2,2.1,0.0,0.0,1.825,False,True,False
3857,3.3,2.3,0.0,0.0,1.875,True,False,False
3860,2.625,2.3,0.5,0.5,1.85,False,True,False
3861,3.2,2.5,0.0,0.0,1.85,True,False,False
3862,3.3,2.75,0.0,0.5,1.85,False,True,False
3863,2.6,2.1,0.0,-0.5,1.8,True,False,False
3864,2.9,2.5,0.0,0.0,1.85,False,True,False
3865,2.625,2.3,0.0,0.0,1.875,False,True,False
3866,2.9,2.3,0.0,0.0,1.875,False,True,False
3867,2.6,2.5,0.0,0.0,1.825,True,False,False
3868,3.2,2.3,0.5,1.0,1.925,False,True,False
3869,2.625,2.1,0.0,0.5,1.875,False,True,False
3870,2.6,2.75,0.0,-0.5,1.85,True,False,False
3871,3.3,2.3,0.0,-0.5,1.85,False,True,False
3872,2.625,2.5,0.0,0.5,1.85,False,True,False
3873,2.9,2.3,0.0,-0.5,1.9,True,False,False
3874,3.3,2.1,0.0,0.5,1.85,False,True,False
3875,3.2,2.75,0.0,0.0,1.825,False,False,True
3876,2.2,2.4,0.0,0.0,1.825,True,False,False
3877,1.9,3.0,0.0,0.0,1.875,False,True,False
3878,2.5,1.7,0.0,-0.5,1.775,False,True,False
3879,2.7,2.25,0.0,0.0,1.825,False,True,False
3880,1.375,3.0,0.0,0.0,1.85,False,False,True
3881,2.2,1.3,0.0,0.0,1.85,False,True,False
3882,1.9,2.25,0.0,0.5,1.85,False,False,True
3883,2.5,2.4,0.0,-0.5,1.8,False,False,True
3884,2.7,1.3,0.0,0.0,1.85,False,True,False
3885,1.375,1.7,0.0,0.0,1.875,True,False,False
3886,2.7,1.7,-0.5,-0.5,1.875,True,False,False
3887,2.5,1.3,0.5,0.5,1.825,False,True,False
3888,2.2,3.0,0.5,0.5,1.925,True,False,False
3889,1.375,2.4,0.5,0.5,1.875,True,False,False
3890,2.5,2.25,0.0,0.0,1.85,False,True,False
3891,1.9,1.7,0.0,0.0,1.85,False,True,False
3894,1.9,2.4,0.0,0.0,1.85,True,False,False
3895,2.2,2.25,0.0,0.0,1.825,False,True,False
3898,1.5,2.8,0.5,0.5,1.8,False,True,False
3899,3.25,1.7,0.0,0.5,1.75,False,True,False
3900,2.75,2.2857142857142856,0.5,0.5,1.925,False,True,False
3901,2.0,2.0,0.0,-0.5,1.8,True,False,False
3902,2.8,2.6,-0.5,-0.5,1.9,False,True,False
3903,1.6,1.6,0.0,-0.5,1.925,False,True,False
3904,3.0,2.5,0.0,0.5,1.875,False,True,False
3905,3.2857142857142856,1.75,-0.5,-1.0,1.925,False,True,False
3906,2.4,1.7,0.5,0.5,1.8,False,True,False
3907,1.5,1.5,0.0,0.0,1.925,False,True,False
3910,3.25,2.6,0.0,0.0,1.85,True,False,False
3911,1.6,2.8,0.0,0.0,1.85,False,False,True
3922,1.5,1.7,0.0,0.5,1.775,False,True,False
3923,2.4,2.8,0.5,0.5,1.8,True,False,False
3926,1.6,2.6,0.0,-0.5,1.8,True,False,False
3927,3.25,1.6,0.0,0.0,1.775,False,True,False
3928,3.0,1.75,0.0,0.5,1.85,False,True,False
3929,2.0,2.5,0.0,-0.5,1.9,False,True,False
3930,2.4,1.5,0.0,0.0,1.825,False,True,False
3931,2.8,1.7,0.0,0.0,1.85,False,False,True
3932,2.5,1.5,0.0,0.5,1.775,False,True,False
3933,3.2857142857142856,2.0,-0.5,-0.5,1.925,False,True,False
3946,2.5,2.1,0.0,0.5,1.9,True,False,False
3947,1.7,2.0,0.0,0.0,1.925,True,False,False
3948,2.0,1.0,0.0,-0.5,1.85,False,False,True
3949,2.5,1.75,0.0,0.5,1.8,True,False,False
3950,2.0,2.6,0.0,0.0,1.85,False,False,True
3951,2.5,2.7,0.0,0.0,1.85,False,False,True
3964,2.5,1.0,0.0,-0.5,1.825,False,True,False
3965,2.0,1.75,0.5,1.0,1.9,False,False,True
3972,2.0,1.75,0.0,0.5,1.775,False,True,False
3973,4.25,1.0,0.0,-0.5,1.925,False,True,False
3974,1.5,1.75,0.0,0.0,1.875,True,False,False
3975,2.5,1.5,-0.5,-0.5,1.825,True,False,False
3978,2.6,2.7,0.0,0.5,1.85,False,True,False
3979,3.5,2.8,0.0,0.5,1.75,False,True,False
3980,3.5,1.5,0.0,0.5,1.925,False,True,False
3981,1.5,2.75,0.0,-0.5,1.875,False,False,True
3982,2.0,2.2222222222222223,0.0,-0.5,1.85,False,True,False
3983,2.7,1.3,-0.5,-0.5,1.8,False,True,False
3993,2.5,1.5,0.0,0.5,1.925,False,True,False
4002,2.6,2.8,0.0,0.5,1.775,False,False,True
4003,1.4,2.7,0.5,0.5,1.925,True,False,False
4014,1.5,1.5,0.0,0.0,1.85,False,False,True
4015,3.5,3.25,-0.5,-0.5,1.9,True,False,False
4022,2.6,1.3,0.0,-0.5,1.85,True,False,False
4023,2.6,3.3,-0.5,-0.5,1.8,True,False,False
4024,2.75,3.0,0.0,0.5,1.9,False,False,True
4025,2.75,1.25,-0.5,-1.0,1.8,True,False,False
4028,2.0,2.5,0.0,-0.5,1.85,False,True,False
4029,2.5,1.25,0.0,0.0,1.85,False,True,False
4037,2.0,3.0,0.0,0.5,1.925,False,True,False
4044,2.5,2.5,0.0,-0.5,1.825,False,True,False
4045,2.0,4.0,0.5,1.0,1.775,True,False,False
4052,2.0,1.25,0.0,0.5,1.85,False,False,True
4058,2.3,2.4,0.0,0.0,1.8,False,True,False
4059,2.6,3.0,0.5,1.0,1.825,False,True,False
4060,2.7,2.4,0.0,0.0,1.825,True,False,False
4061,2.7,2.0,-0.5,-0.5,1.85,True,False,False
4062,1.9,3.0,1.0,1.0,1.8,False,True,False
4063,2.3,2.4,0.0,-0.5,1.825,False,True,False
4066,2.6,2.4,0.0,0.5,1.875,True,False,False
4067,2.3,2.0,0.0,-0.5,1.75,True,False,False
4068,2.7,2.4,0.0,0.0,1.825,False,True,False
4069,2.7,2.4,-0.5,-1.0,1.875,False,True,False
4070,2.3,3.0,0.0,0.0,1.875,False,False,True
4071,1.9,2.4,0.5,0.5,1.85,True,False,False
4072,2.7,2.0,-0.5,-0.5,1.775,False,True,False
4073,2.6,2.4,0.0,0.5,1.875,True,False,False
4074,1.9,2.4,0.0,0.0,1.875,False,False,True
4075,2.7,3.0,0.0,0.0,1.85,True,False,False
4088,3.0,2.3,0.0,0.0,1.9,False,False,True
4089,2.8,2.7,-0.5,-1.0,1.875,False,True,False
4090,2.4,2.5,0.0,0.0,1.85,False,True,False
4092,2.8,1.7,-0.5,-0.5,1.775,True,False,False
4093,2.2,2.3,0.0,0.5,1.875,False,True,False
4094,2.0,2.7,0.0,0.0,1.85,False,True,False
4095,3.0,2.5,0.0,0.0,1.85,True,False,False
4096,2.9,2.5,0.0,-0.5,1.9,False,True,False
4097,1.6,2.6,0.0,0.0,1.95,True,False,False
4098,2.1,2.1,0.0,0.0,1.85,True,False,False
4099,3.4,3.2,0.5,1.0,1.825,True,False,False
4100,3.4,2.6,0.0,0.0,1.775,True,False,False
4101,2.9,2.1,-0.5,-1.0,1.9,True,False,False
4102,1.6,3.2,0.5,1.0,1.8,False,True,False
4103,2.1,2.5,0.0,-0.5,1.9,False,True,False
4104,3.4,2.1,0.0,0.0,1.85,False,False,True
4108,2.9,2.6,0.0,0.0,1.85,False,True,False
4109,3.4,2.5,-0.5,-1.0,1.875,True,False,False
4110,2.1,3.2,0.0,0.0,1.825,False,True,False
4111,1.6,2.1,0.5,1.0,1.8,False,False,True
4112,3.4,2.1,-0.5,-1.0,1.9,False,False,True
4113,3.4,2.6,0.0,0.5,1.875,False,False,True
4114,1.6,2.5,0.0,0.0,1.875,True,False,False
4115,2.9,3.2,0.0,0.5,1.85,False,False,True
4120,2.8,2.2,0.0,0.0,1.95,True,False,False
4121,1.7,1.5,0.0,0.0,1.95,False,False,True
4124,2.2,2.4,0.0,0.0,1.9,False,False,True
4125,2.1,2.5,0.0,0.0,1.8,True,False,False
4126,1.8,1.5,0.0,0.5,1.825,False,True,False
4127,2.8,1.1,0.0,-0.5,1.875,False,True,False
4158,2.3,2.7,0.0,0.5,1.75,True,False,False
4159,2.0,1.7,0.0,-0.5,1.95,True,False,False
4160,1.7,2.4,0.0,0.0,1.725,False,False,True
4161,2.3,2.8,0.0,0.0,1.9,False,False,True
4170,2.1,0.8571428571428571,-0.5,-1.0,1.85,True,False,False
4171,1.7,1.8,0.5,0.5,1.875,True,False,False
