id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd,event_day
169755738,11232214,11230372,1.0,1.0,2.0,20250213
169755645,11233978,11227799,1.0,4.0,5.0,20250213
169755650,11230379,11225772,5.0,1.0,6.0,20250213
169755745,11230372,11222748,3.0,3.0,6.0,20250213
169755757,11226304,11232215,3.0,2.0,5.0,20250213
169755657,11233978,11225772,2.0,2.0,4.0,20250213
169755664,11225771,11227799,0.0,1.0,1.0,20250213
169755762,11230372,11232215,2.0,4.0,6.0,20250213
169755766,11232214,11222748,2.0,1.0,3.0,20250213
169755668,11225772,11225771,1.0,3.0,4.0,20250213
169755675,11230379,11233978,3.0,5.0,8.0,20250213
169755771,11232215,11232214,0.0,1.0,1.0,20250213
169755774,11226304,11230372,1.0,1.0,2.0,20250213
169755685,11225771,11230379,2.0,1.0,3.0,20250213
169755688,11227799,11225772,3.0,5.0,8.0,20250213
169755779,11232214,11226304,3.0,3.0,6.0,20250213
169755783,11222748,11232215,1.0,4.0,5.0,20250213
169755691,11230379,11227799,2.0,3.0,5.0,20250213
169755693,11233978,11225771,3.0,2.0,5.0,20250213
169755785,11226304,11222748,2.0,2.0,4.0,20250213
169755787,11230372,11232214,1.0,1.0,2.0,20250213
169755696,11227799,11233978,4.0,8.0,12.0,20250213
169755701,11225772,11230379,6.0,2.0,8.0,20250213
169755792,11222748,11230372,0.0,1.0,1.0,20250213
169755795,11232215,11226304,0.0,0.0,0.0,20250213
169766124,11225322,11225319,4.0,4.0,8.0,20250213
169766128,11239978,11251599,1.0,3.0,4.0,20250213
169766132,11251599,11225322,4.0,4.0,8.0,20250213
169766136,11225319,11225796,1.0,3.0,4.0,20250213
169766239,11225326,11228259,6.0,2.0,8.0,20250213
169766243,10878292,11225801,2.0,2.0,4.0,20250213
169766141,11225796,11251599,0.0,3.0,3.0,20250213
169766145,11225322,11239978,2.0,1.0,3.0,20250213
169766252,11225801,11225326,3.0,1.0,4.0,20250213
169766256,11228259,11226331,0.0,1.0,1.0,20250213
169766150,11239978,11225796,2.0,1.0,3.0,20250213
169766159,11251599,11225319,3.0,3.0,6.0,20250213
169766260,11226331,11225801,0.0,2.0,2.0,20250213
169766266,11225326,10878292,4.0,1.0,5.0,20250213
169766166,11225319,11239978,4.0,2.0,6.0,20250213
169766176,11225796,11225322,5.0,2.0,7.0,20250213
169766270,10878292,11226331,4.0,1.0,5.0,20250213
169766184,11225319,11225322,4.0,3.0,7.0,20250213
169766190,11251599,11239978,1.0,0.0,1.0,20250213
169766275,11228259,10878292,2.0,0.0,2.0,20250213
169766284,11226331,11225326,2.0,3.0,5.0,20250213
169766198,11225322,11251599,3.0,1.0,4.0,20250213
169766209,11225796,11225319,2.0,2.0,4.0,20250213
169766287,11228259,11225326,2.0,1.0,3.0,20250213
169766290,11225801,10878292,4.0,4.0,8.0,20250213
169766215,11251599,11225796,1.0,4.0,5.0,20250213
169766219,11239978,11225322,3.0,5.0,8.0,20250213
169766292,11225326,11225801,3.0,2.0,5.0,20250213
169766295,11226331,11228259,4.0,4.0,8.0,20250213
169766223,11225796,11239978,3.0,1.0,4.0,20250213
169766227,11225319,11251599,1.0,2.0,3.0,20250213
169766297,11225801,11226331,2.0,3.0,5.0,20250213
169766299,10878292,11225326,2.0,2.0,4.0,20250213
169766231,11239978,11225319,2.0,1.0,3.0,20250213
169766235,11225322,11225796,4.0,2.0,6.0,20250213
169766301,11226331,10878292,2.0,2.0,4.0,20250213
169766304,10878292,11228259,4.0,3.0,7.0,20250213
169766309,11225326,11226331,3.0,3.0,6.0,20250213
169766312,11225390,11225387,3.0,6.0,9.0,20250213
169766315,11222963,11228381,0.0,0.0,0.0,20250213
169766319,11228381,11225390,0.0,0.0,0.0,20250213
169766321,11225387,11225890,1.0,2.0,3.0,20250213
169766411,11225903,11225905,,,,20250213
169766408,11225395,11228343,3.0,0.0,3.0,20250213
169766325,11225890,11228381,2.0,2.0,4.0,20250213
169766334,11225390,11222963,4.0,3.0,7.0,20250213
169766415,11228343,11226376,5.0,2.0,7.0,20250213
169766337,11222963,11225890,0.0,0.0,0.0,20250213
169766339,11228381,11225387,1.0,2.0,3.0,20250213
169766421,11225395,11225903,1.0,1.0,2.0,20250213
169766341,11225387,11222963,3.0,3.0,6.0,20250213
169766343,11225890,11225390,4.0,3.0,7.0,20250213
169766423,11225903,11226376,4.0,3.0,7.0,20250213
169766345,11225387,11225390,2.0,3.0,5.0,20250213
169766348,11228381,11222963,3.0,1.0,4.0,20250213
169766425,11228343,11225903,3.0,3.0,6.0,20250213
169766431,11226376,11225395,1.0,2.0,3.0,20250213
169766350,11225390,11228381,0.0,3.0,3.0,20250213
169766358,11225890,11225387,0.0,0.0,0.0,20250213
169766434,11228343,11225395,3.0,3.0,6.0,20250213
169766364,11228381,11225890,3.0,0.0,3.0,20250213
169766372,11222963,11225390,1.0,4.0,5.0,20250213
169766448,11226376,11228343,3.0,3.0,6.0,20250213
169766378,11225890,11222963,2.0,1.0,3.0,20250213
169766383,11225387,11228381,3.0,3.0,6.0,20250213
169766464,11225903,11225395,4.0,4.0,8.0,20250213
169766390,11222963,11225387,2.0,5.0,7.0,20250213
169766398,11225390,11225890,2.0,1.0,3.0,20250213
169766466,11226376,11225903,3.0,4.0,7.0,20250213
169766471,11225903,11228343,3.0,5.0,8.0,20250213
169766474,11225395,11226376,2.0,3.0,5.0,20250213
169766479,11225426,11225423,4.0,5.0,9.0,20250213
169766481,11240041,11251674,2.0,3.0,5.0,20250213
169766485,11251674,11225426,5.0,3.0,8.0,20250213
169766487,11225423,11225921,2.0,4.0,6.0,20250213
169797507,11224042,11225932,2.0,4.0,6.0,20250213
169797521,11226396,11228361,4.0,5.0,9.0,20250213
169766496,11225921,11251674,2.0,3.0,5.0,20250213
169766498,11225426,11240041,2.0,2.0,4.0,20250213
169797530,11226396,11224042,2.0,3.0,5.0,20250213
169797540,11228361,11225932,1.0,3.0,4.0,20250213
169766502,11240041,11225921,0.0,1.0,1.0,20250213
169766504,11251674,11225423,3.0,3.0,6.0,20250213
169797552,11225932,11226396,5.0,2.0,7.0,20250213
169797563,11228361,11224042,6.0,4.0,10.0,20250213
169766509,11225423,11240041,2.0,1.0,3.0,20250213
169766512,11225921,11225426,3.0,3.0,6.0,20250213
169797569,11224042,11225932,3.0,3.0,6.0,20250213
169797576,11226396,11228361,5.0,4.0,9.0,20250213
169766518,11225423,11225426,3.0,3.0,6.0,20250213
169766526,11251674,11240041,3.0,4.0,7.0,20250213
169766528,11225426,11251674,2.0,5.0,7.0,20250213
169766531,11225921,11225423,2.0,2.0,4.0,20250213
169797580,11226396,11224042,3.0,4.0,7.0,20250213
169797584,11228361,11225932,2.0,3.0,5.0,20250213
169766533,11251674,11225921,3.0,2.0,5.0,20250213
169766535,11240041,11225426,5.0,0.0,5.0,20250213
169797588,11225932,11226396,2.0,5.0,7.0,20250213
169797592,11228361,11224042,1.0,3.0,4.0,20250213
169766537,11225921,11240041,2.0,0.0,2.0,20250213
169766539,11225423,11251674,3.0,4.0,7.0,20250213
169797596,11224042,11225932,3.0,2.0,5.0,20250213
169797606,11226396,11228361,6.0,4.0,10.0,20250213
169766541,11240041,11225423,2.0,3.0,5.0,20250213
169766548,11225426,11225921,2.0,3.0,5.0,20250213
169797610,11226396,11224042,3.0,3.0,6.0,20250213
169797615,11228361,11225932,5.0,3.0,8.0,20250213
169766635,11240068,11251693,1.0,1.0,2.0,20250213
169766629,11225449,11225445,0.0,6.0,6.0,20250213
169766644,11251693,11225449,2.0,1.0,3.0,20250213
169766647,11225445,11225953,0.0,6.0,6.0,20250213
169797618,11225932,11226396,,,,20250213
169797625,11228361,11224042,,,,20250213
169797630,11225455,11222890,3.0,3.0,6.0,20250213
169797637,11226449,11228379,2.0,5.0,7.0,20250213
169766649,11225953,11251693,1.0,0.0,1.0,20250213
169766653,11225449,11240068,4.0,0.0,4.0,20250213
169797641,11226449,11225455,4.0,1.0,5.0,20250213
169797643,11228379,11222890,3.0,5.0,8.0,20250213
169766655,11240068,11225953,2.0,1.0,3.0,20250213
169766659,11251693,11225445,3.0,5.0,8.0,20250213
169797645,11222890,11226449,3.0,2.0,5.0,20250213
169797647,11228379,11225455,3.0,5.0,8.0,20250213
169766661,11225445,11240068,3.0,3.0,6.0,20250213
169766663,11225953,11225449,4.0,1.0,5.0,20250213
169797649,11225455,11222890,3.0,3.0,6.0,20250213
169797651,11226449,11228379,7.0,2.0,9.0,20250213
169766669,11225445,11225449,4.0,3.0,7.0,20250213
169766672,11251693,11240068,1.0,1.0,2.0,20250213
169766676,11225449,11251693,4.0,3.0,7.0,20250213
169766680,11225953,11225445,5.0,3.0,8.0,20250213
169797653,11226449,11225455,3.0,6.0,9.0,20250213
169797655,11228379,11222890,2.0,2.0,4.0,20250213
169766686,11251693,11225953,0.0,4.0,4.0,20250213
169766690,11240068,11225449,3.0,3.0,6.0,20250213
169797662,11222890,11226449,4.0,3.0,7.0,20250213
169797670,11228379,11225455,3.0,1.0,4.0,20250213
169766699,11225953,11240068,3.0,1.0,4.0,20250213
169766706,11225445,11251693,3.0,2.0,5.0,20250213
169797678,11225455,11222890,2.0,2.0,4.0,20250213
169797686,11226449,11228379,1.0,2.0,3.0,20250213
169766709,11240068,11225445,3.0,1.0,4.0,20250213
169766711,11225449,11225953,2.0,3.0,5.0,20250213
169797694,11226449,11225455,6.0,2.0,8.0,20250213
169797702,11228379,11222890,2.0,2.0,4.0,20250213
169798685,11241104,11243640,3.0,4.0,7.0,20250213
169797709,11222890,11226449,3.0,3.0,6.0,20250213
169797720,11228379,11225455,1.0,3.0,4.0,20250213
169798689,11243640,11241718,1.0,3.0,4.0,20250213
169798692,11244158,11243640,2.0,2.0,4.0,20250213
169798699,11241718,11241104,3.0,1.0,4.0,20250213
169798701,11241104,11244158,4.0,3.0,7.0,20250213
169798706,11244158,11241718,1.0,2.0,3.0,20250213
169798712,11243640,11241104,2.0,3.0,5.0,20250213
169798715,11241718,11243640,4.0,3.0,7.0,20250213
169798721,11243640,11244158,1.0,4.0,5.0,20250213
169798725,11241104,11241718,5.0,2.0,7.0,20250213
169798730,11244158,11241104,2.0,1.0,3.0,20250213
169798737,11241718,11244158,5.0,2.0,7.0,20250213
169798745,11222578,11243660,5.0,2.0,7.0,20250213
169798748,11243660,11241759,1.0,2.0,3.0,20250213
169798751,11244191,11243660,2.0,1.0,3.0,20250213
169798755,11241759,11222578,4.0,4.0,8.0,20250213
169798757,11222578,11244191,3.0,2.0,5.0,20250213
169798762,11244191,11241759,4.0,6.0,10.0,20250213
169798770,11243660,11222578,2.0,1.0,3.0,20250213
169798774,11241759,11243660,4.0,4.0,8.0,20250213
169798784,11243660,11244191,0.0,4.0,4.0,20250213
169798791,11222578,11241759,5.0,4.0,9.0,20250213
169798798,11244191,11222578,0.0,3.0,3.0,20250213
169798807,11241759,11244191,3.0,2.0,5.0,20250213
169798812,11241233,11243671,0.0,1.0,1.0,20250213
169798819,11243671,11241835,2.0,3.0,5.0,20250213
169798827,11244227,11243671,0.0,0.0,0.0,20250213
169798832,11241835,11241233,2.0,4.0,6.0,20250213
169798836,11241233,11244227,4.0,1.0,5.0,20250213
169798839,11244227,11241835,3.0,3.0,6.0,20250213
169798841,11243671,11241233,2.0,3.0,5.0,20250213
169798845,11241835,11243671,0.0,1.0,1.0,20250213
169798847,11243671,11244227,1.0,3.0,4.0,20250213
169798849,11241233,11241835,2.0,2.0,4.0,20250213
169798856,11244227,11241233,2.0,4.0,6.0,20250213
169798859,11241835,11244227,2.0,3.0,5.0,20250213
169799147,11226637,11226639,2.0,1.0,3.0,20250213
169799155,11229804,11223765,1.0,2.0,3.0,20250213
169808075,11225677,11228901,2.0,0.0,2.0,20250213
169808077,11222656,11225680,0.0,4.0,4.0,20250213
169799159,11223765,11226637,2.0,1.0,3.0,20250213
169799162,11226639,11226636,0.0,2.0,2.0,20250213
169808081,11225680,11225677,2.0,1.0,3.0,20250213
169808084,11228901,11226638,3.0,3.0,6.0,20250213
169799165,11226636,11223765,2.0,2.0,4.0,20250213
169799173,11226637,11229804,3.0,3.0,6.0,20250213
169808093,11226638,11225680,3.0,3.0,6.0,20250213
169808099,11225677,11222656,2.0,2.0,4.0,20250213
169799178,11229804,11226636,6.0,2.0,8.0,20250213
169799181,11223765,11226639,2.0,1.0,3.0,20250213
169808103,11222656,11226638,1.0,4.0,5.0,20250213
169808107,11225680,11228901,1.0,3.0,4.0,20250213
169799183,11226639,11229804,3.0,2.0,5.0,20250213
169799188,11226636,11226637,2.0,0.0,2.0,20250213
169808119,11226638,11225677,1.0,4.0,5.0,20250213
169808113,11228901,11222656,3.0,2.0,5.0,20250213
169799192,11226639,11226637,2.0,0.0,2.0,20250213
169799195,11223765,11229804,2.0,4.0,6.0,20250213
169808125,11228901,11225677,6.0,2.0,8.0,20250213
169808129,11225680,11222656,2.0,4.0,6.0,20250213
169799199,11226637,11223765,2.0,4.0,6.0,20250213
169799203,11226636,11226639,1.0,3.0,4.0,20250213
169808133,11225677,11225680,1.0,1.0,2.0,20250213
169808144,11226638,11228901,2.0,1.0,3.0,20250213
169799207,11223765,11226636,2.0,2.0,4.0,20250213
169799214,11229804,11226637,2.0,1.0,3.0,20250213
169808149,11225680,11226638,0.0,2.0,2.0,20250213
169808156,11222656,11225677,5.0,4.0,9.0,20250213
169799219,11226636,11229804,1.0,7.0,8.0,20250213
169799221,11226639,11223765,4.0,3.0,7.0,20250213
169808161,11226638,11222656,3.0,2.0,5.0,20250213
169808165,11228901,11225680,0.0,3.0,3.0,20250213
169799224,11229804,11226639,2.0,2.0,4.0,20250213
169799228,11226637,11226636,2.0,3.0,5.0,20250213
169808171,11222656,11228901,1.0,5.0,6.0,20250213
169808180,11225677,11226638,4.0,1.0,5.0,20250213
169799230,11226659,11226661,2.0,1.0,3.0,20250213
169799236,11225772,11223792,2.0,0.0,2.0,20250213
169799242,11223792,11226659,0.0,1.0,1.0,20250213
169799249,11226661,11226658,7.0,0.0,7.0,20250213
169808187,11225719,11228911,4.0,3.0,7.0,20250213
169808189,11222695,11237991,3.0,0.0,3.0,20250213
169808191,11237991,11225719,3.0,4.0,7.0,20250213
169808194,11228911,11226660,0.0,0.0,0.0,20250213
169799258,11226658,11223792,5.0,3.0,8.0,20250213
169799263,11226659,11225772,4.0,1.0,5.0,20250213
169693738,11244749,11225619,1.0,3.0,4.0,20250212
169693740,11244751,11250953,2.0,2.0,4.0,20250212
169693745,11244749,11250954,3.0,3.0,6.0,20250212
169693747,11250953,11225619,2.0,3.0,5.0,20250212
169693750,11244751,11250954,2.0,0.0,2.0,20250212
169693752,11250953,11244749,2.0,0.0,2.0,20250212
169693756,11250953,11250954,4.0,2.0,6.0,20250212
169693760,11225619,11244751,1.0,1.0,2.0,20250212
169693764,11225619,11250954,3.0,1.0,4.0,20250212
169693772,11244749,11244751,1.0,1.0,2.0,20250212
169693776,11250992,11250993,1.0,1.0,2.0,20250212
169693783,11250991,11241242,3.0,3.0,6.0,20250212
169693790,11250994,11250993,1.0,2.0,3.0,20250212
169693793,11250992,11250991,2.0,0.0,2.0,20250212
169693798,11250994,11241242,2.0,2.0,4.0,20250212
169693807,11250993,11250991,0.0,2.0,2.0,20250212
169693813,11250994,11250991,4.0,0.0,4.0,20250212
169693815,11241242,11250992,3.0,4.0,7.0,20250212
169693818,11250994,11250992,1.0,1.0,2.0,20250212
169693820,11241242,11250993,2.0,2.0,4.0,20250212
169693823,11250993,11250992,0.0,3.0,3.0,20250212
169693828,11241242,11250991,4.0,2.0,6.0,20250212
169693830,11250993,11250994,2.0,0.0,2.0,20250212
169693832,11250991,11250992,3.0,3.0,6.0,20250212
169693840,11241242,11250994,1.0,4.0,5.0,20250212
169693842,11250991,11250993,1.0,2.0,3.0,20250212
169693847,11250991,11250994,3.0,1.0,4.0,20250212
169693852,11250992,11241242,2.0,2.0,4.0,20250212
169693857,11250992,11250994,2.0,1.0,3.0,20250212
169693861,11250993,11241242,1.0,4.0,5.0,20250212
169702621,11251269,11248750,2.0,1.0,3.0,20250212
169702623,11234412,11232051,1.0,2.0,3.0,20250212
169702625,11251280,11248750,1.0,4.0,5.0,20250212
169702627,11251269,11234412,3.0,2.0,5.0,20250212
169702630,11251280,11232051,3.0,1.0,4.0,20250212
169702633,11248750,11234412,2.0,1.0,3.0,20250212
169702636,11251280,11234412,2.0,3.0,5.0,20250212
169702643,11232051,11251269,1.0,4.0,5.0,20250212
169702647,11251280,11251269,2.0,2.0,4.0,20250212
169702651,11232051,11248750,2.0,2.0,4.0,20250212
169702658,11248750,11251269,4.0,1.0,5.0,20250212
169702661,11232051,11234412,1.0,4.0,5.0,20250212
169702667,11248750,11251280,5.0,2.0,7.0,20250212
169702677,11234412,11251269,5.0,3.0,8.0,20250212
169702680,11232051,11251280,5.0,3.0,8.0,20250212
169702683,11234412,11248750,4.0,2.0,6.0,20250212
169702685,11234412,11251280,4.0,1.0,5.0,20250212
169702687,11251269,11232051,3.0,2.0,5.0,20250212
169702690,11251269,11251280,5.0,2.0,7.0,20250212
169702692,11248750,11232051,3.0,1.0,4.0,20250212
169702694,11244152,11239076,3.0,2.0,5.0,20250212
169702697,11235350,11236354,2.0,2.0,4.0,20250212
169702703,11251286,11239076,6.0,3.0,9.0,20250212
169702705,11244152,11235350,2.0,4.0,6.0,20250212
169702709,11251286,11236354,0.0,3.0,3.0,20250212
169702713,11239076,11235350,2.0,4.0,6.0,20250212
169702715,11251286,11235350,1.0,6.0,7.0,20250212
169702720,11236354,11244152,1.0,2.0,3.0,20250212
169702731,11251286,11244152,2.0,3.0,5.0,20250212
169702734,11236354,11239076,1.0,2.0,3.0,20250212
169702737,11239076,11244152,0.0,5.0,5.0,20250212
169702740,11236354,11235350,5.0,2.0,7.0,20250212
169702743,11239076,11251286,5.0,2.0,7.0,20250212
169702746,11235350,11244152,5.0,2.0,7.0,20250212
169702748,11236354,11251286,2.0,4.0,6.0,20250212
169702750,11235350,11239076,5.0,1.0,6.0,20250212
169702753,11235350,11251286,5.0,3.0,8.0,20250212
169702760,11244152,11236354,1.0,4.0,5.0,20250212
169702765,11244152,11251286,5.0,2.0,7.0,20250212
169702772,11239076,11236354,2.0,0.0,2.0,20250212
169702776,11251330,11251331,2.0,3.0,5.0,20250212
169702782,11251329,11249585,4.0,1.0,5.0,20250212
169702789,11239098,11251331,3.0,2.0,5.0,20250212
169702803,11251330,11251329,1.0,4.0,5.0,20250212
169702811,11239098,11249585,5.0,1.0,6.0,20250212
169702814,11251331,11251329,2.0,4.0,6.0,20250212
169702816,11239098,11251329,2.0,3.0,5.0,20250212
169702818,11249585,11251330,1.0,1.0,2.0,20250212
169702820,11239098,11251330,3.0,4.0,7.0,20250212
169702822,11249585,11251331,1.0,2.0,3.0,20250212
169702826,11251331,11251330,2.0,4.0,6.0,20250212
169702828,11249585,11251329,2.0,2.0,4.0,20250212
169702831,11251331,11239098,3.0,1.0,4.0,20250212
169702837,11251329,11251330,3.0,1.0,4.0,20250212
169702840,11249585,11239098,3.0,2.0,5.0,20250212
169702846,11251329,11251331,5.0,1.0,6.0,20250212
169702852,11251329,11239098,4.0,1.0,5.0,20250212
169702855,11251330,11249585,3.0,3.0,6.0,20250212
169702860,11251330,11239098,3.0,3.0,6.0,20250212
169702869,11251331,11249585,2.0,0.0,2.0,20250212
169747107,11222483,11251353,4.0,4.0,8.0,20250212
169747112,11245284,11233891,5.0,3.0,8.0,20250212
169747117,11229005,11251353,2.0,4.0,6.0,20250212
169747126,11222483,11245284,2.0,4.0,6.0,20250212
169747130,11229005,11233891,1.0,4.0,5.0,20250212
169747134,11251353,11245284,3.0,6.0,9.0,20250212
169747137,11229005,11245284,3.0,4.0,7.0,20250212
169747139,11233891,11222483,6.0,2.0,8.0,20250212
169747144,11229005,11222483,2.0,3.0,5.0,20250212
169747146,11233891,11251353,6.0,4.0,10.0,20250212
169747149,11251353,11222483,5.0,6.0,11.0,20250212
169747154,11233891,11245284,5.0,1.0,6.0,20250212
169747161,11251353,11229005,5.0,2.0,7.0,20250212
169747168,11245284,11222483,4.0,3.0,7.0,20250212
169747176,11233891,11229005,7.0,2.0,9.0,20250212
169747184,11245284,11251353,4.0,4.0,8.0,20250212
169747187,11245284,11229005,5.0,5.0,10.0,20250212
169747193,11222483,11233891,2.0,3.0,5.0,20250212
169747202,11222483,11229005,3.0,1.0,4.0,20250212
169747208,11251353,11233891,3.0,5.0,8.0,20250212
169747213,11227699,11251409,0.0,5.0,5.0,20250212
169747215,11229004,11242944,3.0,3.0,6.0,20250212
169747219,11242946,11251409,3.0,4.0,7.0,20250212
169747221,11227699,11229004,3.0,2.0,5.0,20250212
169747225,11242946,11242944,3.0,5.0,8.0,20250212
169747227,11251409,11229004,2.0,3.0,5.0,20250212
169747299,11251416,11251417,1.0,3.0,4.0,20250212
169747301,11251414,11251415,3.0,1.0,4.0,20250212
169747229,11242946,11229004,6.0,1.0,7.0,20250212
169747238,11242944,11227699,2.0,2.0,4.0,20250212
169747308,11251418,11251417,3.0,3.0,6.0,20250212
169747311,11251416,11251414,1.0,1.0,2.0,20250212
169747240,11242946,11227699,4.0,2.0,6.0,20250212
169747247,11242944,11251409,1.0,4.0,5.0,20250212
169747316,11251418,11251415,2.0,2.0,4.0,20250212
169747318,11251417,11251414,2.0,2.0,4.0,20250212
169747323,11251418,11251414,2.0,4.0,6.0,20250212
169747327,11251415,11251416,3.0,1.0,4.0,20250212
169747251,11251409,11227699,2.0,1.0,3.0,20250212
169747256,11242944,11229004,6.0,1.0,7.0,20250212
169747335,11251418,11251416,3.0,3.0,6.0,20250212
169747342,11251415,11251417,2.0,5.0,7.0,20250212
169747266,11251409,11242946,3.0,3.0,6.0,20250212
169747271,11229004,11227699,0.0,2.0,2.0,20250212
169747344,11251417,11251416,2.0,6.0,8.0,20250212
169747348,11251415,11251414,2.0,1.0,3.0,20250212
169747281,11242944,11242946,6.0,1.0,7.0,20250212
169747283,11229004,11251409,3.0,1.0,4.0,20250212
169747351,11251417,11251418,2.0,1.0,3.0,20250212
169747353,11251414,11251416,5.0,0.0,5.0,20250212
169747285,11229004,11242946,1.0,7.0,8.0,20250212
169747290,11227699,11242944,2.0,2.0,4.0,20250212
169747358,11251415,11251418,2.0,1.0,3.0,20250212
169747361,11251414,11251417,3.0,2.0,5.0,20250212
169747292,11227699,11242946,2.0,3.0,5.0,20250212
169747296,11251409,11242944,3.0,5.0,8.0,20250212
169747366,11251414,11251418,2.0,2.0,4.0,20250212
169747374,11251416,11251415,2.0,4.0,6.0,20250212
169747381,11251416,11251418,5.0,0.0,5.0,20250212
169747391,11251417,11251415,2.0,2.0,4.0,20250212
169747397,11251455,11251456,3.0,0.0,3.0,20250212
169747405,11228969,11230245,3.0,3.0,6.0,20250212
169747410,11245282,11251456,2.0,4.0,6.0,20250212
169747416,11251455,11228969,3.0,3.0,6.0,20250212
169747506,11251460,11251461,4.0,5.0,9.0,20250212
169747511,11251458,11251459,2.0,1.0,3.0,20250212
169747425,11245282,11230245,3.0,6.0,9.0,20250212
169747432,11251456,11228969,5.0,2.0,7.0,20250212
169747513,11251462,11251461,2.0,2.0,4.0,20250212
169747515,11251460,11251458,3.0,3.0,6.0,20250212
169747436,11245282,11228969,2.0,4.0,6.0,20250212
169747439,11230245,11251455,3.0,3.0,6.0,20250212
169747518,11251462,11251459,3.0,4.0,7.0,20250212
169747521,11251461,11251458,1.0,3.0,4.0,20250212
169747443,11245282,11251455,3.0,5.0,8.0,20250212
169747445,11230245,11251456,0.0,3.0,3.0,20250212
169747523,11251462,11251458,3.0,5.0,8.0,20250212
169747527,11251459,11251460,3.0,2.0,5.0,20250212
169747450,11251456,11251455,4.0,2.0,6.0,20250212
169747452,11230245,11228969,5.0,2.0,7.0,20250212
169747533,11251462,11251460,3.0,3.0,6.0,20250212
169747535,11251459,11251461,1.0,3.0,4.0,20250212
169747459,11251456,11245282,5.0,4.0,9.0,20250212
169747464,11228969,11251455,4.0,3.0,7.0,20250212
169747468,11230245,11245282,4.0,4.0,8.0,20250212
169747474,11228969,11251456,2.0,1.0,3.0,20250212
169747539,11251461,11251460,2.0,7.0,9.0,20250212
169747543,11251459,11251458,2.0,4.0,6.0,20250212
169747482,11228969,11245282,3.0,6.0,9.0,20250212
169747485,11251455,11230245,1.0,2.0,3.0,20250212
169747547,11251461,11251462,2.0,1.0,3.0,20250212
169747551,11251458,11251460,2.0,0.0,2.0,20250212
169747492,11251455,11245282,3.0,2.0,5.0,20250212
169747504,11251456,11230245,3.0,3.0,6.0,20250212
169747559,11251459,11251462,1.0,2.0,3.0,20250212
169747563,11251458,11251461,3.0,1.0,4.0,20250212
169747565,11251458,11251462,4.0,5.0,9.0,20250212
169747567,11251460,11251459,2.0,1.0,3.0,20250212
169747570,11251460,11251462,1.0,0.0,1.0,20250212
169747572,11251461,11251459,0.0,5.0,5.0,20250212
169747575,11237784,11243092,0.0,1.0,1.0,20250212
169747577,11225329,11233845,2.0,2.0,4.0,20250212
169747583,11233844,11243092,2.0,2.0,4.0,20250212
169747591,11237784,11225329,2.0,2.0,4.0,20250212
169747662,11251498,11251499,5.0,0.0,5.0,20250212
169747668,11251500,11251501,4.0,1.0,5.0,20250212
169747596,11233844,11233845,1.0,4.0,5.0,20250212
169747603,11243092,11225329,1.0,2.0,3.0,20250212
169747673,11251505,11251499,5.0,3.0,8.0,20250212
169747680,11251498,11251500,1.0,2.0,3.0,20250212
169747610,11233844,11225329,2.0,0.0,2.0,20250212
169747614,11233845,11237784,3.0,1.0,4.0,20250212
169747689,11251505,11251501,1.0,4.0,5.0,20250212
169747693,11251499,11251500,1.0,2.0,3.0,20250212
169747620,11233844,11237784,3.0,4.0,7.0,20250212
169747629,11233845,11243092,2.0,0.0,2.0,20250212
169747695,11251505,11251500,2.0,3.0,5.0,20250212
169747697,11251501,11251498,5.0,2.0,7.0,20250212
169747631,11243092,11237784,3.0,2.0,5.0,20250212
169747634,11233845,11225329,2.0,1.0,3.0,20250212
169747700,11251505,11251498,3.0,2.0,5.0,20250212
169747702,11251501,11251499,6.0,3.0,9.0,20250212
169747636,11243092,11233844,0.0,1.0,1.0,20250212
169747638,11225329,11237784,5.0,2.0,7.0,20250212
169747705,11251499,11251498,5.0,4.0,9.0,20250212
169747710,11251501,11251500,1.0,4.0,5.0,20250212
169747641,11233845,11233844,1.0,1.0,2.0,20250212
169747643,11225329,11243092,1.0,2.0,3.0,20250212
169747712,11251499,11251505,2.0,3.0,5.0,20250212
169747720,11251500,11251498,2.0,2.0,4.0,20250212
169747645,11225329,11233844,1.0,1.0,2.0,20250212
169747648,11237784,11233845,3.0,3.0,6.0,20250212
169747722,11251501,11251505,5.0,4.0,9.0,20250212
169747725,11251500,11251499,3.0,4.0,7.0,20250212
169747655,11237784,11233844,2.0,2.0,4.0,20250212
169747657,11243092,11233845,3.0,1.0,4.0,20250212
169747729,11251500,11251505,3.0,1.0,4.0,20250212
169747732,11251498,11251501,5.0,2.0,7.0,20250212
169747736,11251498,11251505,6.0,7.0,13.0,20250212
169747744,11251499,11251501,1.0,2.0,3.0,20250212
169747750,11251517,11242982,3.0,3.0,6.0,20250212
169747753,11225311,11224472,3.0,1.0,4.0,20250212
169747755,11239752,11242982,1.0,2.0,3.0,20250212
169747757,11251517,11225311,3.0,3.0,6.0,20250212
169747760,11239752,11224472,4.0,3.0,7.0,20250212
169747763,11242982,11225311,1.0,1.0,2.0,20250212
169747765,11239752,11225311,4.0,3.0,7.0,20250212
169747768,11224472,11251517,3.0,1.0,4.0,20250212
169747776,11239752,11251517,3.0,2.0,5.0,20250212
169747783,11224472,11242982,4.0,3.0,7.0,20250212
169691828,11225721,11223212,6.0,2.0,8.0,20250212
