,goals_over_under,tot_goals,odd_goals_over1,odd_goals_under1,h2h_mean,media_goals_home,media_victories_home,media_goals_away,media_victories_away
1661,2.5,7.0,1.062,8.0,,2.9,0.4,3.4,0.6
1662,2.5,3.0,1.222,4.0,5.0,3.1666666666666665,0.8333333333333334,2.2222222222222223,0.2222222222222222
1663,2.5,2.0,1.222,4.0,5.0,2.3333333333333335,0.5,1.6666666666666667,0.3333333333333333
1664,2.5,9.0,1.03,10.0,4.0,2.7,0.1,2.3,0.2
1665,2.5,5.0,1.05,8.5,,2.6,0.2,2.75,0.5
1666,2.5,4.0,1.2,4.333,4.0,1.625,0.2222222222222222,2.3333333333333335,0.6666666666666666
1667,2.5,6.0,1.111,6.0,6.0,2.3333333333333335,0.5,2.2222222222222223,0.2222222222222222
1668,2.5,5.0,1.05,8.5,5.5,2.9,0.4,2.5,0.2
1669,2.5,7.0,1.1,6.5,,2.6,0.5,3.2,0.5
1670,,3.0,,,,1.8333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333
1671,,3.0,,,,3.1666666666666665,0.8333333333333334,2.0,0.0
1672,2.5,6.0,1.04,9.0,,2.6,0.2,3.4,0.6
1673,2.5,6.0,1.1,6.5,,2.142857142857143,0.25,2.3,0.2
1674,,5.0,,,,3.1666666666666665,0.8333333333333334,2.2222222222222223,0.2222222222222222
1675,,5.0,,,,2.3333333333333335,0.5,1.6666666666666667,0.3333333333333333
1676,,4.0,,,,1.625,0.2222222222222222,2.3333333333333335,0.6666666666666666
1677,2.5,6.0,1.083,7.0,,2.3333333333333335,0.5,2.2222222222222223,0.2222222222222222
1678,,7.0,,,3.0,2.625,0.5,2.5,0.3
1679,2.5,8.0,1.062,8.0,5.666666666666667,1.9,0.1,2.5,0.5
1680,2.5,4.0,1.1,6.5,5.0,3.1,0.3,2.625,0.25
1681,2.5,8.0,1.05,8.5,9.0,2.1,0.3,3.4,0.5
1682,,5.0,,,5.0,2.6666666666666665,0.6666666666666666,1.5555555555555556,0.3333333333333333
1683,2.5,7.0,1.142,5.0,6.0,3.8333333333333335,0.8333333333333334,2.3333333333333335,0.0
1684,2.5,11.0,1.03,10.0,4.666666666666667,3.5,0.7,2.5,0.5
1685,2.5,6.0,1.062,8.0,6.0,2.625,0.5,2.7,0.1
1686,2.5,5.0,1.222,4.0,5.5,3.8333333333333335,0.8333333333333334,1.8333333333333333,0.16666666666666666
1687,,1.0,,,4.0,2.1666666666666665,0.5,1.5555555555555556,0.3333333333333333
1688,2.5,4.0,1.062,8.0,6.0,1.9,0.1,3.4,0.5
1689,2.5,6.0,1.111,6.0,1.0,3.1,0.3,2.5,0.3
1690,,3.0,,,1.5,1.7777777777777777,0.5555555555555556,0.6666666666666666,0.3333333333333333
1691,,5.0,,,5.0,2.1666666666666665,0.5,1.8333333333333333,0.16666666666666666
1692,,10.0,,,6.0,2.1,0.3,2.7,0.1
1693,,6.0,,,4.0,3.5,0.7,2.625,0.25
1694,,5.0,,,5.0,2.6666666666666665,0.6666666666666666,1.5555555555555556,0.3333333333333333
1695,2.5,6.0,1.071,7.5,6.0,3.8333333333333335,0.8333333333333334,2.3333333333333335,0.0
1696,,3.0,,,,2.1,0.3,2.625,0.25
1697,2.5,8.0,1.062,8.0,4.5,3.1,0.3,2.7,0.1
1698,,5.0,,,,2.625,0.5,2.5,0.5
1699,,9.0,,,,3.5,0.7,2.5,0.3
1700,2.5,7.0,1.2,4.333,4.0,3.8333333333333335,0.8333333333333334,1.8333333333333333,0.16666666666666666
1701,2.5,2.0,1.25,3.75,6.0,2.1666666666666665,0.5,1.5555555555555556,0.3333333333333333
1702,2.5,5.0,1.03,10.0,4.5,3.1,0.3,3.4,0.5
1703,2.5,6.0,1.062,8.0,,1.9,0.1,2.625,0.25
1704,2.5,3.0,1.083,7.0,7.0,2.1666666666666665,0.5,1.8333333333333333,0.16666666666666666
1705,2.5,0.0,1.285,3.5,3.0,1.7777777777777777,0.5555555555555556,0.6666666666666666,0.3333333333333333
1706,2.5,7.0,1.083,7.0,5.5,3.5,0.7,2.7,0.1
1707,2.5,1.0,1.111,6.0,,2.1,0.3,2.5,0.5
1708,2.5,5.0,1.2,4.333,,2.6666666666666665,0.6666666666666666,1.5555555555555556,0.3333333333333333
1709,2.5,6.0,1.111,6.0,,3.8333333333333335,0.8333333333333334,2.3333333333333335,0.0
1710,2.5,6.0,1.03,10.0,,1.9,0.1,2.5,0.3
1711,2.5,4.0,1.142,5.0,,2.625,0.5,3.4,0.5
1712,2.5,4.0,1.166,4.5,,3.8333333333333335,0.8333333333333334,1.8333333333333333,0.16666666666666666
1713,2.5,6.0,1.3,3.4,,2.1666666666666665,0.5,1.5555555555555556,0.3333333333333333
1714,,9.0,,,5.0,2.1,0.4,2.1,0.2
1715,,6.0,,,7.0,1.8,0.2,3.5,0.7
1716,,3.0,,,,1.7777777777777777,0.5555555555555556,0.6666666666666666,0.3333333333333333
1717,2.5,7.0,1.071,7.5,,2.1666666666666665,0.5,1.8333333333333333,0.16666666666666666
1718,2.5,8.0,1.05,8.5,5.0,2.6,0.4,3.4,0.8
1719,2.5,7.0,1.025,10.5,2.0,2.5,0.5,2.9,0.4
1720,,7.0,,,5.666666666666667,2.2,0.4,3.5,0.7
1721,,4.0,,,4.0,2.1,0.4,1.3,0.2
1722,2.5,7.0,1.04,9.0,4.0,1.8,0.2,2.9,0.4
1723,2.5,4.0,1.04,9.0,5.0,2.6,0.4,2.1,0.2
1724,2.5,5.0,1.111,6.0,3.6,2.5,0.5,1.3,0.2
1725,2.5,3.0,1.04,9.0,6.0,2.2,0.4,3.4,0.8
1726,2.5,5.0,1.04,9.0,,2.5,0.5,3.4,0.8
1727,2.5,7.0,1.083,7.0,,2.6,0.4,1.3,0.2
1728,2.5,5.0,1.04,9.0,,2.1,0.4,3.5,0.7
1729,2.5,2.0,1.025,10.5,,2.2,0.4,2.1,0.2
1730,2.5,7.0,1.04,9.0,5.0,2.6,0.4,2.9,0.4
1731,2.5,4.0,1.111,6.0,,1.8,0.2,3.4,0.8
1732,2.5,4.0,1.04,9.0,,2.2,0.4,1.3,0.2
1733,2.5,5.0,1.04,9.0,,2.5,0.5,3.5,0.7
1734,2.5,4.0,1.083,7.0,3.5,1.8,0.2,2.1,0.2
1735,2.5,6.0,1.05,8.5,,2.1,0.4,2.9,0.4
1736,2.5,10.0,1.05,8.5,5.0,2.2222222222222223,0.2,2.4,0.1
1737,2.5,6.0,1.1,6.5,4.0,1.8,0.4,2.4,0.6
1738,2.5,5.0,1.04,9.0,7.0,2.0,0.3,3.2,0.6
1739,2.5,7.0,1.05,8.5,6.0,2.7,0.2,2.5,0.5
1740,2.5,1.0,1.03,10.0,4.0,3.6,0.6,2.4,0.6
1741,2.5,6.0,1.111,6.0,5.0,2.2222222222222223,0.2,1.9,0.2
1742,2.5,4.0,1.05,8.5,4.0,1.8,0.4,3.2,0.6
1743,2.5,6.0,1.05,8.5,5.0,2.7,0.2,2.4,0.1
1744,2.5,3.0,1.125,5.5,2.6,2.0,0.3,1.9,0.2
1745,2.5,2.0,1.062,8.0,1.0,3.6,0.6,2.5,0.5
1746,2.5,5.0,1.04,9.0,,2.0,0.3,2.5,0.5
1747,2.5,4.0,1.083,7.0,,2.7,0.2,1.9,0.2
1748,2.5,6.0,1.04,9.0,,2.2222222222222223,0.2,2.4,0.6
1749,2.5,7.0,1.04,9.0,,3.6,0.6,2.4,0.1
1750,2.5,4.0,1.05,8.5,,2.7,0.2,3.2,0.6
1751,2.5,5.0,1.1,6.5,,1.8,0.4,2.5,0.5
1752,2.5,4.0,1.062,8.0,,3.6,0.6,1.9,0.2
1753,2.5,5.0,1.05,8.5,,2.0,0.3,2.4,0.6
1754,2.5,3.0,1.166,4.5,2.5,1.8,0.4,2.4,0.1
1755,2.5,1.0,1.071,7.5,,2.2222222222222223,0.2,3.2,0.6
1756,2.5,8.0,1.05,8.5,2.0,2.8,0.3,2.2,0.4
1757,2.5,3.0,1.083,7.0,0.0,1.7,0.1,2.4,0.4
1758,2.5,5.0,1.04,9.0,6.0,1.6,0.2,1.7,0.4
1759,2.5,5.0,1.04,9.0,2.0,2.3,0.5,2.3,0.2
1760,2.5,8.0,1.05,8.5,4.0,2.4,0.3,2.4,0.4
1761,2.5,3.0,1.111,6.0,5.666666666666667,2.8,0.3,1.8,0.2
1762,2.5,8.0,1.05,8.5,4.0,1.7,0.1,2.3,0.2
1763,2.5,7.0,1.071,7.5,7.0,1.6,0.2,2.2,0.4
1764,2.5,0.0,1.142,5.0,4.333333333333333,2.3,0.5,1.8,0.2
1765,2.5,2.0,1.062,8.0,4.0,2.4,0.3,1.7,0.4
1766,2.5,3.0,1.05,8.5,1.5,2.3,0.5,1.7,0.4
1767,2.5,0.0,1.083,7.0,,1.6,0.2,1.8,0.2
1768,2.5,6.0,1.04,9.0,,2.8,0.3,2.4,0.4
1769,2.5,2.0,1.04,9.0,,2.4,0.3,2.2,0.4
1770,,2.0,,,5.0,1.6,0.2,2.3,0.2
1771,,5.0,,,6.0,1.7,0.1,1.7,0.4
1772,2.5,4.0,1.04,9.0,,2.4,0.3,1.8,0.2
1773,2.5,7.0,1.05,8.5,,2.3,0.5,2.4,0.4
1774,2.5,6.0,1.111,6.0,3.5,1.7,0.1,2.2,0.4
1775,2.5,4.0,1.04,9.0,,2.8,0.3,2.3,0.2
1776,,8.0,,,3.75,2.3,0.4,2.2,0.3
1777,,4.0,,,7.0,2.4,0.4,1.9,0.2
1778,2.5,8.0,1.002,19.0,7.0,2.7,0.3,3.5,0.6
1779,2.5,4.0,1.03,10.0,5.0,2.6,0.5,2.8,0.4
1780,,3.0,,,3.5,2.3,0.3,2.5,0.4
1781,,4.0,,,5.5,1.5,0.2,2.4,0.3
1782,2.5,7.0,1.04,9.0,5.0,2.9,0.5,3.0,0.6
1783,2.5,2.0,1.05,8.5,4.666666666666667,3.2,0.5,1.7,0.3
1784,2.5,7.0,1.166,4.5,4.666666666666667,2.1,0.3,1.9,0.2
1785,2.5,4.0,1.111,6.0,3.0,2.3,0.4,2.2,0.7
1786,2.5,4.0,1.166,4.5,6.0,2.0,0.3,2.8,0.4
1787,2.5,5.0,1.04,9.0,3.0,2.7,0.3,2.7,0.7
1788,2.5,2.0,1.083,7.0,5.333333333333333,2.4,0.4,2.4,0.3
1789,,4.0,,,4.5,2.3,0.3,2.2,0.3
1790,2.5,2.0,1.2,4.333,3.0,2.6,0.5,1.7,0.3
1791,2.5,9.0,1.03,10.0,7.333333333333333,2.9,0.5,3.5,0.6
1792,2.5,5.0,1.1,6.5,6.0,1.5,0.2,2.2,0.7
1793,2.5,7.0,1.071,7.5,5.5,2.1,0.3,2.5,0.4
1794,2.5,4.0,1.222,4.0,4.0,2.0,0.3,3.0,0.6
1795,2.5,5.0,1.02,11.0,7.666666666666667,3.2,0.5,2.7,0.7
1796,2.5,0.0,1.071,7.5,5.0,1.5,0.2,2.5,0.4
1797,2.5,7.0,1.166,4.5,,2.3,0.3,2.2,0.7
1798,2.5,7.0,1.005,17.0,7.0,3.2,0.5,3.0,0.6
1799,2.5,5.0,1.04,9.0,,2.9,0.5,2.7,0.7
1800,2.5,5.0,1.111,6.0,3.0,2.3,0.4,1.9,0.2
1801,2.5,8.0,1.1,6.5,5.0,2.1,0.3,2.2,0.3
1802,2.5,9.0,1.04,9.0,3.0,2.7,0.3,2.8,0.4
1803,2.5,5.0,1.083,7.0,4.5,2.0,0.3,3.5,0.6
1804,2.5,6.0,1.111,6.0,4.4,2.3,0.3,2.4,0.3
1805,2.5,3.0,1.1,6.5,,2.4,0.4,2.5,0.4
1806,2.5,6.0,1.142,5.0,,2.9,0.5,1.7,0.3
1807,2.5,3.0,1.04,9.0,,2.6,0.5,3.0,0.6
1808,2.5,5.0,1.083,7.0,5.5,2.1,0.3,2.2,0.7
1809,2.5,4.0,1.166,4.5,4.666666666666667,1.5,0.2,1.9,0.2
1810,2.5,1.0,1.2,4.333,4.0,2.0,0.3,2.7,0.7
1811,2.5,7.0,1.012,13.0,7.5,3.2,0.5,2.8,0.4
1812,2.5,6.0,1.111,6.0,,2.4,0.4,2.2,0.3
1813,2.5,9.0,1.071,7.5,4.333333333333333,2.3,0.4,2.4,0.3
1814,2.5,6.0,1.02,11.0,8.5,2.6,0.5,3.5,0.6
1815,2.5,4.0,1.166,4.5,,2.7,0.3,1.7,0.3
1816,2.5,2.0,1.083,7.0,2.3333333333333335,1.6,0.4,2.4,0.4
1817,2.5,2.0,1.166,4.5,,2.6,0.4,1.9,0.6
1818,2.5,8.0,1.005,17.0,5.5,1.7,0.2,3.4,0.5
1819,2.5,3.0,1.04,9.0,,3.1,0.6,2.3,0.5
1820,2.5,6.0,1.1,6.5,6.333333333333333,1.5,0.2,3.2,0.5
1821,2.5,4.0,1.1,6.5,3.6,2.5,0.6,1.8,0.2
1822,2.5,6.0,1.125,5.5,3.4,2.4,0.4,1.9,0.6
1823,2.5,3.0,1.125,5.5,,1.6,0.4,2.0,0.3
1824,2.5,11.0,1.025,10.5,9.0,3.3,0.5,2.1,0.1
1825,2.5,2.0,1.071,7.5,6.5,3.7,0.9,1.3,0.3
1826,2.5,3.0,1.071,7.5,3.0,1.375,0.375,2.5,0.5
1827,2.5,2.0,1.111,6.0,4.5,1.875,0.625,1.75,0.125
1828,2.5,2.0,1.166,4.5,4.5,1.375,0.375,2.6,0.6
1829,2.5,6.0,1.015,12.0,5.5,1.125,0.0,2.5,0.5
1830,2.5,5.0,1.1,6.5,5.0,1.875,0.625,2.6,0.6
1831,2.5,3.0,1.111,6.0,5.0,1.125,0.0,1.75,0.5
1832,2.5,9.0,1.071,7.5,4.5,1.125,0.0,2.6,0.6
1833,2.5,2.0,1.062,8.0,3.5,2.6,0.6,2.25,0.375
1834,2.5,5.0,1.03,10.0,5.666666666666667,2.6,0.6,2.6,0.6
1835,2.5,1.0,1.5,2.5,3.5,1.375,0.375,2.25,0.375
1836,2.5,5.0,1.083,7.0,5.0,3.625,0.75,1.875,0.125
1837,2.5,6.0,1.222,4.0,3.0,2.4,0.3,2.8,0.3
1838,2.5,6.0,1.222,4.0,3.0,1.5,0.1,1.875,0.125
1839,2.5,5.0,1.02,11.0,2.0,3.625,0.75,2.0,0.4
1840,2.5,9.0,1.111,6.0,9.0,1.5,0.1,2.8,0.3
1841,2.5,2.0,1.222,4.0,8.0,1.625,0.125,2.0,0.4
1842,,3.0,,,6.0,1.5,0.1,2.0,0.4
1843,,5.0,,,5.0,2.3,0.2,3.125,0.75
1844,2.5,6.0,1.071,7.5,7.0,1.5,0.1,3.125,0.75
1845,2.5,4.0,1.571,2.35,4.0,2.3,0.2,1.875,0.125
1846,2.5,5.0,1.062,8.0,,1.625,0.125,3.125,0.75
1847,2.5,3.0,1.111,6.0,,2.3,0.2,2.0,0.4
1848,2.5,3.0,1.1,6.5,,1.625,0.125,2.9,0.6
1849,2.5,2.0,1.03,10.0,,2.4,0.3,3.125,0.75
1850,2.5,9.0,1.083,7.0,,2.3,0.2,2.9,0.6
1851,2.5,8.0,1.333,3.25,,2.4,0.3,1.875,0.125
1852,2.5,6.0,1.071,7.5,,2.4,0.3,2.9,0.6
1853,2.5,5.0,1.05,8.5,,3.625,0.75,2.8,0.3
1854,2.5,7.0,1.025,10.5,,3.625,0.75,2.9,0.6
1855,2.5,4.0,1.4,2.75,,1.625,0.125,2.8,0.3
1856,2.5,6.0,1.125,5.5,3.3333333333333335,2.2,0.2,2.4,0.6
1857,2.5,8.0,1.111,6.0,5.333333333333333,3.25,0.375,2.5,0.3
1858,2.5,5.0,1.166,4.5,6.0,3.5,0.5,2.4,0.6
1859,2.5,7.0,1.05,8.5,5.666666666666667,2.2,0.2,3.5,0.5
1860,,7.0,,,4.333333333333333,3.5,0.5,2.5,0.3
1861,,8.0,,,6.333333333333333,3.1,0.6,3.5,0.5
1862,2.5,6.0,1.071,7.5,8.666666666666666,3.5,0.5,3.5,0.5
1863,2.5,5.0,1.062,8.0,3.3333333333333335,2.7,0.5,2.0,0.2
1864,2.5,8.0,1.1,6.5,5.0,3.5,0.5,2.0,0.2
1865,2.5,3.0,1.166,4.5,4.428571428571429,2.7,0.5,2.4,0.6
1866,2.5,2.0,1.111,6.0,4.0,3.1,0.6,2.0,0.2
1867,2.5,7.0,1.1,6.5,4.5,2.7,0.5,3.5,0.5
1868,2.5,8.0,1.166,4.5,5.0,3.1,0.6,3.25,0.5
1869,2.5,6.0,1.03,10.0,5.5,3.25,0.375,2.0,0.2
1870,2.5,6.0,1.05,8.5,3.5,2.7,0.5,3.25,0.5
1871,2.5,5.0,1.083,7.0,7.0,3.25,0.375,2.4,0.6
1872,2.5,10.0,1.071,7.5,8.0,3.25,0.375,3.25,0.5
1873,2.5,4.0,1.062,8.0,3.0,2.2,0.2,2.5,0.3
1874,,5.0,,,5.0,2.2,0.2,3.25,0.5
1875,2.5,4.0,1.142,5.0,4.5,3.1,0.6,2.5,0.3
1876,2.5,8.0,1.142,5.0,3.3333333333333335,2.5,0.4,3.8,0.6
1877,2.5,5.0,1.062,8.0,7.0,2.625,0.5,1.5,0.0
1878,,6.0,,,5.0,2.875,0.75,3.8,0.6
1879,,7.0,,,7.0,2.5,0.4,3.125,0.5
1880,2.5,4.0,1.05,8.5,6.0,2.875,0.75,1.5,0.0
1881,2.5,5.0,1.111,6.0,5.0,3.5,0.9,3.125,0.5
1882,2.5,5.0,1.083,7.0,4.0,2.875,0.75,3.125,0.5
1883,2.5,9.0,1.062,8.0,5.666666666666667,2.75,0.125,2.7,0.5
1884,2.5,3.0,1.071,7.5,4.333333333333333,2.875,0.75,2.7,0.5
1885,2.5,5.0,1.142,5.0,6.666666666666667,2.75,0.125,3.8,0.6
1886,2.5,5.0,1.2,4.333,2.5,3.5,0.9,2.7,0.5
1887,2.5,8.0,1.04,9.0,6.5,2.75,0.125,3.125,0.5
1888,2.5,5.0,1.111,6.0,5.0,3.5,0.9,2.75,0.375
1889,2.5,9.0,1.04,9.0,6.0,2.625,0.5,2.7,0.5
1890,2.5,5.0,1.062,8.0,6.5,2.75,0.125,2.75,0.375
1891,2.5,6.0,1.083,7.0,4.5,2.625,0.5,3.8,0.6
1892,2.5,5.0,1.062,8.0,3.5,2.625,0.5,2.75,0.375
1893,2.5,5.0,1.05,8.5,6.0,2.5,0.4,1.5,0.0
1894,2.5,4.0,1.071,7.5,4.5,2.5,0.4,2.75,0.375
1895,2.5,3.0,1.125,5.5,8.5,3.5,0.9,1.5,0.0
1896,2.5,1.0,1.083,7.0,6.0,1.75,0.25,2.0,0.625
1897,2.5,4.0,1.071,7.5,4.666666666666667,1.7,0.3,3.0,0.5
1898,2.5,3.0,1.111,6.0,2.3333333333333335,2.3,0.3,2.0,0.625
1899,2.5,4.0,1.04,9.0,5.666666666666667,1.75,0.25,3.0,0.6
1900,2.5,10.0,1.05,8.5,6.333333333333333,2.3,0.3,3.0,0.5
1901,2.5,5.0,1.062,8.0,1.6666666666666667,2.5,0.5,3.0,0.6
1902,2.5,3.0,1.062,8.0,4.666666666666667,2.3,0.3,3.0,0.6
1903,2.5,7.0,1.05,8.5,5.666666666666667,2.5,0.125,3.125,0.625
1904,2.5,5.0,1.062,8.0,5.333333333333333,2.3,0.3,3.125,0.625
1905,2.5,6.0,1.125,5.5,5.666666666666667,2.5,0.125,2.0,0.625
1906,2.5,8.0,1.111,6.0,5.0,2.5,0.5,3.125,0.625
1907,2.5,6.0,1.071,7.5,4.0,2.5,0.125,3.0,0.6
1908,2.5,2.0,1.111,6.0,2.5,2.5,0.5,2.8,0.4
1909,2.5,5.0,1.04,9.0,6.0,1.7,0.3,3.125,0.625
1910,2.5,7.0,1.062,8.0,6.0,2.5,0.125,2.8,0.4
1911,2.5,1.0,1.083,7.0,2.0,1.7,0.3,2.0,0.625
1912,2.5,3.0,1.05,8.5,5.5,1.7,0.3,2.8,0.4
1913,2.5,7.0,1.05,8.5,5.0,1.75,0.25,3.0,0.5
1914,2.5,9.0,1.062,8.0,3.5,1.75,0.25,2.8,0.4
1915,2.5,8.0,1.166,4.5,4.5,2.5,0.5,3.0,0.5
1916,2.5,6.0,1.142,5.0,4.0,1.8,0.2,3.375,0.5
1917,2.5,4.0,1.1,6.5,3.3333333333333335,2.0,0.4,2.1,0.4
1918,2.5,4.0,1.166,4.5,4.333333333333333,2.4,0.7,3.375,0.5
1919,2.5,5.0,1.333,3.25,4.0,1.8,0.2,1.9,0.4
1920,2.5,5.0,1.4,2.75,3.6666666666666665,2.4,0.7,2.1,0.4
1921,2.5,7.0,1.05,8.5,6.0,2.0,0.125,1.9,0.4
1922,2.5,4.0,1.25,3.75,3.3333333333333335,2.4,0.7,1.9,0.4
1923,2.5,3.0,1.363,3.0,4.0,2.7,0.6,1.3,0.3
1924,2.5,3.0,1.333,3.25,2.857142857142857,2.4,0.7,1.3,0.3
1925,2.5,7.0,1.062,8.0,5.666666666666667,2.7,0.6,3.375,0.5
1926,2.5,2.0,1.125,5.5,5.0,2.0,0.125,1.3,0.3
1927,2.5,5.0,1.111,6.0,2.5,2.7,0.6,1.9,0.4
1928,2.5,6.0,1.111,6.0,3.5,2.0,0.125,1.8,0.3
1929,2.5,6.0,1.2,4.333,3.0,2.0,0.4,1.3,0.3
1930,2.5,2.0,1.2,4.333,4.5,2.7,0.6,1.8,0.3
1931,2.5,7.0,1.04,9.0,5.5,2.0,0.4,3.375,0.5
1932,2.5,2.0,1.285,3.5,4.0,2.0,0.4,1.8,0.3
1933,2.5,6.0,1.363,3.0,3.0,1.8,0.2,2.1,0.4
1934,2.5,1.0,1.4,2.75,3.1666666666666665,1.8,0.2,1.8,0.3
1935,2.5,6.0,1.04,9.0,5.5,2.0,0.125,2.1,0.4
1936,2.5,2.0,1.142,5.0,5.666666666666667,1.8,0.4,2.0,0.25
1937,2.5,5.0,1.111,6.0,4.0,2.4,0.6,2.5,0.5
1938,2.5,6.0,1.1,6.5,6.0,1.6,0.1,2.0,0.25
1939,2.5,3.0,1.166,4.5,3.0,1.8,0.4,2.2,0.5
1940,2.5,4.0,1.3,3.4,3.3333333333333335,1.6,0.1,2.5,0.5
1941,2.5,8.0,1.03,10.0,7.0,3.625,0.5,2.2,0.5
1942,2.5,2.0,1.444,2.625,4.0,1.25,0.25,1.625,0.5
1943,2.5,2.0,1.65,2.2,1.3333333333333333,1.2,0.3,1.0,0.375
1944,2.5,1.0,1.285,3.5,4.333333333333333,1.6,0.1,2.2,0.5
1945,2.5,3.0,1.25,3.75,3.3333333333333335,2.0,0.4,2.1,0.4
1946,2.5,3.0,1.363,3.0,3.6666666666666665,1.75,0.5,1.625,0.5
1947,2.5,1.0,1.5,2.5,2.6666666666666665,1.25,0.25,1.3,0.5
1948,2.5,4.0,1.363,3.0,4.0,1.6,0.1,2.1,0.4
1949,2.5,3.0,1.03,10.0,6.333333333333333,2.0,0.4,2.0,0.25
1950,2.5,3.0,1.8,2.0,3.3333333333333335,1.75,0.5,1.0,0.375
1951,2.5,3.0,1.285,3.5,5.0,1.625,0.125,1.3,0.5
1952,2.5,5.0,1.444,2.625,3.0,1.75,0.5,1.3,0.5
1953,2.5,1.0,1.615,2.25,2.3333333333333335,0.875,0.25,1.5,0.5
1954,2.5,5.0,1.111,6.0,6.0,3.625,0.5,2.1,0.4
1955,2.5,5.0,1.1,6.5,3.5,2.0,0.4,2.2,0.5
1956,2.5,5.0,1.333,3.25,3.6666666666666665,1.75,0.5,1.5,0.5
1957,2.5,1.0,1.85,1.95,2.0,0.875,0.25,1.625,0.5
1958,2.5,4.0,1.142,5.0,7.0,3.625,0.5,2.3,0.5
1959,2.5,3.0,1.3,3.4,3.0,2.4,0.6,2.1,0.4
1960,2.5,4.0,1.571,2.35,4.0,1.625,0.125,1.5,0.5
1961,2.5,2.0,1.65,2.2,1.0,0.875,0.25,1.3,0.5
1962,2.5,4.0,1.3,3.4,3.0,2.0,0.4,2.3,0.5
1963,2.5,7.0,1.03,10.0,7.0,2.4,0.6,2.0,0.25
1964,2.5,4.0,1.444,2.625,3.5,1.625,0.125,2.125,0.375
1965,2.5,3.0,1.5,2.5,2.5,1.2,0.3,1.5,0.5
1966,2.5,4.0,1.285,3.5,4.5,2.4,0.6,2.3,0.5
1967,2.5,3.0,1.363,3.0,3.5,1.8,0.4,2.5,0.5
1968,2.5,5.0,1.615,2.25,2.5,0.875,0.25,2.125,0.375
1969,2.5,4.0,1.25,3.75,5.5,1.2,0.3,1.625,0.5
1970,2.5,4.0,1.333,3.25,4.0,1.8,0.4,2.3,0.5
1971,2.5,8.0,1.04,9.0,5.5,3.625,0.5,2.5,0.5
1972,2.5,3.0,1.444,2.625,3.0,1.2,0.3,2.125,0.375
1973,2.5,2.0,1.7,2.1,2.5,1.25,0.25,1.0,0.375
1974,2.5,3.0,1.142,5.0,4.333333333333333,2.0,0.625,3.3,0.7
1975,2.5,4.0,1.1,6.5,4.0,2.125,0.375,2.0,0.4
1976,2.5,6.0,1.333,3.25,2.5,1.25,0.25,2.125,0.375
1977,2.5,3.0,1.85,1.95,1.5,1.625,0.125,1.0,0.375
1978,2.5,7.0,1.166,4.5,5.2,1.5,0.2,3.3,0.7
1979,2.5,0.0,1.333,3.25,4.0,2.0,0.625,1.375,0.5
1980,2.5,5.0,1.444,2.625,5.0,1.6,0.3,1.125,0.125
1981,2.5,3.0,1.75,2.05,3.3333333333333335,1.875,0.375,0.8,0.3
1982,2.5,1.0,1.333,3.25,3.0,1.5,0.2,2.0,0.4
1983,2.5,1.0,1.04,9.0,5.0,2.6,0.4,1.375,0.5
1984,2.5,2.0,1.444,2.625,2.3333333333333335,1.875,0.5,1.125,0.125
1985,2.5,2.0,1.5,2.5,4.0,1.6,0.3,1.75,0.25
1986,,5.0,,,2.6666666666666665,1.5,0.2,1.375,0.5
1987,,3.0,,,3.0,1.8,0.5,1.875,0.25
1988,,1.0,,,2.6666666666666665,1.875,0.5,0.8,0.3
1989,2.5,3.0,1.444,2.625,5.0,2.25,0.625,1.75,0.25
1990,,4.0,,,4.0,1.5,0.2,1.875,0.25
1991,2.5,7.0,1.04,9.0,5.666666666666667,1.8,0.5,3.3,0.7
1992,,4.0,,,1.6666666666666667,1.875,0.5,1.75,0.25
1993,,3.0,,,2.0,1.4,0.3,1.4,0.3
1994,2.5,4.0,1.142,5.0,4.5,2.6,0.4,1.875,0.25
1995,2.5,1.0,1.111,6.0,5.5,1.8,0.5,1.375,0.5
1996,2.5,6.0,1.25,3.75,3.0,1.875,0.5,1.4,0.3
1997,2.5,0.0,1.85,1.95,2.3333333333333335,1.4,0.3,1.125,0.125
1998,2.5,4.0,1.125,5.5,5.5,2.6,0.4,1.7,0.3
1999,2.5,6.0,1.333,3.25,3.0,2.125,0.375,1.875,0.25
2000,2.5,4.0,1.333,3.25,2.5,1.8,0.5,1.7,0.3
2001,2.5,7.0,1.05,8.5,4.0,2.125,0.375,3.3,0.7
2002,2.5,6.0,1.4,2.75,4.5,2.25,0.625,1.4,0.3
2003,2.5,4.0,1.7,2.1,3.0,1.4,0.3,1.75,0.25
2004,2.5,3.0,1.25,3.75,2.5,2.125,0.375,1.7,0.3
2005,2.5,6.0,1.285,3.5,1.5,2.0,0.625,2.0,0.4
2006,2.5,3.0,1.444,2.625,2.0,2.25,0.625,1.625,0.75
2007,2.5,3.0,1.5,2.5,4.5,1.875,0.375,1.4,0.3
2008,2.5,4.0,1.533,2.375,4.0,2.0,0.625,1.7,0.3
2009,2.5,7.0,1.04,9.0,5.0,2.6,0.4,2.0,0.4
2010,2.5,2.0,1.571,2.35,3.0,1.4,0.3,1.625,0.75
2011,2.5,3.0,1.4,2.75,6.0,1.875,0.375,1.125,0.125
2012,2.5,1.0,1.444,2.625,2.0,1.875,0.375,1.625,0.75
