,home_goals,away_goals,media_goals_home,media_goals_away,asian_handicap1,team_ah1,odds_ah1,asian_handicap2,team_ah2,odds_ah2
159,3.0,1.0,3.4285714285714284,3.0,-0.5,1.0,1.85,+0.5,2.0,1.85
160,5.0,2.0,3.0,2.6666666666666665,0.0,1.0,1.9,0.0,2.0,1.8
161,1.0,3.0,1.5714285714285714,2.2857142857142856,+0.5,1.0,1.8,-0.5,2.0,1.9
162,2.0,5.0,2.6,3.0,+0.5,1.0,1.875,-0.5,2.0,1.825
163,1.0,2.0,3.0,3.2,+0.5,1.0,1.925,-0.5,2.0,1.775
164,4.0,4.0,1.5714285714285714,3.0,+0.5,1.0,1.85,-0.5,2.0,1.85
165,3.0,4.0,3.4285714285714284,3.142857142857143,+0.5,1.0,1.925,-0.5,2.0,1.775
166,2.0,0.0,2.9,1.7,-1.0,1.0,1.9,+1.0,2.0,1.8
167,0.0,2.0,1.5714285714285714,3.142857142857143,"+1.0, +1.5",1.0,1.8,"-1.0, -1.5",2.0,1.9
168,2.0,4.0,3.4285714285714284,2.5,-0.5,1.0,1.8,+0.5,2.0,1.9
169,3.0,2.0,3.0,1.7,"0.0, -0.5",1.0,1.95,"0.0, +0.5",2.0,1.75
170,4.0,1.0,2.9,2.6666666666666665,-1.0,1.0,1.825,+1.0,2.0,1.875
171,2.0,3.0,2.6,3.142857142857143,+1.0,1.0,1.85,-1.0,2.0,1.85
172,5.0,2.0,3.4285714285714284,3.0,"0.0, -0.5",1.0,1.875,"0.0, +0.5",2.0,1.825
173,1.0,2.0,1.6666666666666667,1.7,-0.5,1.0,1.9,+0.5,2.0,1.8
174,4.0,4.0,2.6,2.2857142857142856,0.0,1.0,1.925,0.0,2.0,1.775
175,0.0,2.0,1.7,3.142857142857143,+0.5,1.0,1.85,-0.5,2.0,1.85
176,1.0,2.0,1.6666666666666667,2.0,,,,,,
177,4.0,1.0,3.4285714285714284,2.2857142857142856,-0.5,1.0,1.85,+0.5,2.0,1.85
178,2.0,4.0,1.7,2.5,-0.5,1.0,1.875,+0.5,2.0,1.825
179,2.0,1.0,2.9,2.0,-0.5,1.0,1.85,+0.5,2.0,1.85
180,2.0,2.0,1.7,2.2857142857142856,-0.5,1.0,1.9,+0.5,2.0,1.8
181,3.0,1.0,3.4285714285714284,2.2857142857142856,,,,,,
182,0.0,4.0,1.7,3.2,+1.5,1.0,1.825,-1.5,2.0,1.875
183,2.0,4.0,3.4285714285714284,2.2857142857142856,"-1.0, -1.5",1.0,1.9,"+1.0, +1.5",2.0,1.8
184,4.0,2.0,2.6,2.2857142857142856,+0.5,1.0,1.85,-0.5,2.0,1.85
185,2.0,3.0,1.7,2.0,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
186,3.0,3.0,1.6666666666666667,3.2,+1.0,1.0,1.775,-1.0,2.0,1.925
187,2.0,3.0,2.6666666666666665,3.1,-1.0,1.0,1.925,+1.0,2.0,1.775
188,2.0,6.0,3.0,3.1,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
189,5.0,4.0,3.0,3.1,0.0,1.0,1.8,0.0,2.0,1.9
190,4.0,4.0,2.6666666666666665,3.4285714285714284,-0.5,1.0,1.85,+0.5,2.0,1.85
191,3.0,2.0,3.0,3.1,+0.5,1.0,1.8,-0.5,2.0,1.9
192,1.0,4.0,2.6,3.4285714285714284,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
193,4.0,1.0,3.0,3.4285714285714284,"0.0, +0.5",1.0,1.85,"0.0, -0.5",2.0,1.85
194,3.0,4.0,3.0,3.7142857142857144,+0.5,1.0,1.925,-0.5,2.0,1.775
195,2.0,5.0,3.0,3.7142857142857144,,,,,,
196,2.0,3.0,3.0,3.1,,,,,,
197,2.0,3.0,2.6,3.7142857142857144,+1.0,1.0,1.85,-1.0,2.0,1.85
198,5.0,2.0,3.0,3.4285714285714284,"0.0, -0.5",1.0,1.8,"0.0, +0.5",2.0,1.9
199,3.0,3.0,2.6,2.5,0.0,1.0,1.925,0.0,2.0,1.775
200,2.0,3.0,3.0,3.7142857142857144,+0.5,1.0,1.85,-0.5,2.0,1.85
201,3.0,2.0,3.0,2.5,,,,,,
202,1.0,3.0,3.0,3.1,,,,,,
203,3.0,1.0,3.0,2.5,-0.5,1.0,1.9,+0.5,2.0,1.8
204,2.0,2.0,2.6666666666666665,3.1,-0.5,1.0,1.85,+0.5,2.0,1.85
205,4.0,2.0,2.3,2.4,0.0,1.0,1.85,0.0,2.0,1.85
206,0.0,1.0,1.5,2.8,+1.0,1.0,1.825,-1.0,2.0,1.875
207,2.0,2.0,2.7,1.0,-0.5,1.0,1.9,+0.5,2.0,1.8
208,2.0,1.0,2.3,2.2,0.0,1.0,1.95,0.0,2.0,1.75
209,2.0,0.0,2.8,2.5,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
210,2.0,3.0,2.4,3.2,+0.5,1.0,1.775,-0.5,2.0,1.925
211,2.0,2.0,2.2,2.2,,,,,,
212,1.0,5.0,2.0,2.0,,,,,,
213,3.0,4.0,2.4,3.2,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
214,2.0,4.0,2.8,2.6,"0.0, -0.5",1.0,1.8,"0.0, +0.5",2.0,1.9
215,1.0,0.0,2.4,2.0,0.0,1.0,1.85,0.0,2.0,1.85
216,3.0,3.0,2.2,2.5,-1.0,1.0,1.85,+1.0,2.0,1.85
217,0.0,1.0,2.0,2.6,+0.5,1.0,1.825,-0.5,2.0,1.875
218,2.0,1.0,2.4,2.2,0.0,1.0,1.875,0.0,2.0,1.825
219,0.0,2.0,2.0,2.2,"0.0, +0.5",1.0,1.85,"0.0, -0.5",2.0,1.85
220,2.0,3.0,2.2,2.6,"0.0, -0.5",1.0,1.775,"0.0, +0.5",2.0,1.925
221,5.0,1.0,2.8,3.2,+0.5,1.0,1.825,-0.5,2.0,1.875
222,2.0,3.0,2.4,2.5,"-0.5, -1.0",1.0,1.875,"+0.5, +1.0",2.0,1.825
223,1.0,1.0,2.2,2.0,0.0,1.0,1.825,0.0,2.0,1.875
224,1.0,2.0,2.4,2.2,0.0,1.0,1.9,0.0,2.0,1.8
225,1.0,6.0,2.4,2.6,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
226,3.0,8.0,2.0,3.2,,,,,,
227,3.0,4.0,2.4,2.5,-0.5,1.0,1.9,+0.5,2.0,1.8
228,5.0,1.0,2.8,2.0,,,,,,
229,2.0,0.0,3.5,1.9,"0.0, -0.5",1.0,1.775,"0.0, +0.5",2.0,1.925
230,0.0,3.0,1.1,3.8,"0.0, +0.5",1.0,1.775,"0.0, -0.5",2.0,1.925
231,5.0,1.0,2.9,2.3,,,,,,
232,3.0,3.0,2.7,2.2,,,,,,
233,1.0,5.0,2.1,3.8,,,,,,
234,8.0,2.0,3.5,2.1,,,,,,
235,1.0,3.0,1.1,2.2,,,,,,
236,3.0,1.0,2.9,1.9,,,,,,
237,2.0,3.0,2.7,2.1,,,,,,
238,2.0,3.0,2.1,2.3,,,,,,
239,0.0,3.0,2.7,2.3,,,,,,
240,0.0,2.0,2.9,2.1,-0.5,1.0,1.775,+0.5,2.0,1.925
241,4.0,2.0,3.5,3.8,,,,,,
242,2.0,2.0,2.1,1.9,,,,,,
243,2.0,4.0,2.9,2.2,0.0,1.0,1.825,0.0,2.0,1.875
244,2.0,1.0,1.1,2.3,0.0,1.0,1.9,0.0,2.0,1.8
245,4.0,1.0,2.1,2.1,"0.0, -0.5",1.0,1.85,"0.0, +0.5",2.0,1.85
246,8.0,2.0,2.7,3.8,"+0.5, +1.0",1.0,1.825,"-0.5, -1.0",2.0,1.875
247,0.0,1.0,1.1,1.9,,,,,,
248,1.0,1.0,3.5,2.2,,,,,,
249,1.0,3.0,3.0,3.5,,,,,,
250,2.0,1.0,2.5,1.7,,,,,,
251,1.0,1.0,1.6,2.25,,,,,,
252,2.0,3.0,3.4,2.6,,,,,,
253,1.0,1.0,1.4,1.75,,,,,,
254,1.0,1.0,2.0,3.1,,,,,,
255,2.0,3.0,2.4,1.7,,,,,,
256,1.0,1.0,3.0,2.25,,,,,,
257,3.0,1.0,2.4,1.2,,,,,,
258,1.0,1.0,1.75,1.625,,,,,,
259,3.0,2.0,2.5,2.6,,,,,,
260,3.0,7.0,1.6,3.5,,,,,,
261,3.0,4.0,3.0,3.1,,,,,,
262,2.0,3.0,1.4,2.4,,,,,,
263,3.0,1.0,3.4,2.25,,,,,,
264,1.0,4.0,2.4,2.25,,,,,,
265,2.0,2.0,2.0,1.625,,,,,,
266,4.0,3.0,2.4,1.75,,,,,,
267,5.0,3.0,3.4,2.25,,,,,,
268,1.0,3.0,1.6,2.25,,,,,,
269,4.0,3.0,1.75,2.4,,,,,,
270,3.0,1.0,3.0,1.2,,,,,,
271,5.0,3.0,3.0,1.7,,,,,,
272,2.0,2.0,2.4,3.5,,,,,,
273,0.0,0.0,1.75,1.2,-0.5,1.0,1.8,+0.5,2.0,1.9
274,1.0,1.0,2.4,2.4,"0.0, +0.5",1.0,1.825,"0.0, -0.5",2.0,1.875
275,2.0,1.0,1.6,2.6,,,,,,
276,3.0,1.0,2.5,2.25,,,,,,
277,1.0,5.0,1.4,3.1,,,,,,
278,0.0,1.0,3.0,1.75,,,,,,
279,2.0,3.0,2.4,2.25,,,,,,
280,4.0,2.0,3.4,1.7,,,,,,
281,2.0,2.0,2.4,1.625,,,,,,
282,4.0,1.0,2.0,1.2,,,,,,
283,3.0,2.0,2.5,3.5,,,,,,
284,5.0,4.0,3.0,2.6,,,,,,
285,5.0,3.0,3.0,2.4,,,,,,
286,2.0,1.0,1.75,3.1,,,,,,
287,1.0,1.0,2.0,1.75,,,,,,
288,1.0,0.0,1.4,1.625,,,,,,
289,2.0,2.0,1.75,3.8,,,,,,
290,1.0,3.0,2.0,2.1,,,,,,
291,3.0,2.0,2.5,2.0,,,,,,
292,2.0,1.0,3.1,2.6,,,,,,
293,2.0,2.0,1.0,2.125,,,,,,
294,3.0,3.0,2.3,1.6,,,,,,
295,3.0,1.0,2.5,2.1,,,,,,
296,1.0,1.0,1.75,1.375,,,,,,
297,4.0,1.0,2.2,1.625,,,,,,
298,2.0,2.0,2.0,1.5,,,,,,
299,2.0,4.0,2.0,2.6,,,,,,
300,6.0,3.0,2.5,3.8,,,,,,
301,2.0,2.0,3.125,1.6,,,,,,
302,0.0,3.0,1.0,2.3,,,,,,
303,1.0,1.0,3.1,1.375,,,,,,
304,1.0,2.0,2.5,2.0,,,,,,
305,1.0,0.0,2.3,1.5,,,,,,
306,0.0,4.0,2.2,2.125,,,,,,
307,4.0,3.0,3.1,2.0,,,,,,
308,0.0,2.0,2.5,1.375,,,,,,
309,2.0,4.0,2.0,2.3,,,,,,
310,4.0,5.0,3.125,1.625,,,,,,
311,2.0,2.0,1.75,2.1,"0.0, +0.5",1.0,1.95,"0.0, -0.5",2.0,1.75
312,3.0,3.0,2.5,3.8,+0.5,1.0,1.9,-0.5,2.0,1.8
313,2.0,2.0,2.0,1.625,,,,,,
314,5.0,7.0,2.2,2.3,,,,,,
315,2.0,2.0,2.5,2.6,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
316,1.0,1.0,2.0,2.0,"0.0, +0.5",1.0,1.875,"0.0, -0.5",2.0,1.825
317,2.0,0.0,1.0,1.6,,,,,,
318,2.0,1.0,3.125,2.125,,,,,,
319,5.0,2.0,2.5,1.375,,,,,,
320,2.0,1.0,3.1,2.1,,,,,,
321,1.0,3.0,2.2,1.5,,,,,,
322,0.0,0.0,2.3,1.625,,,,,,
323,1.0,2.0,2.0,3.8,+1.0,1.0,1.85,-1.0,2.0,1.85
324,2.0,1.0,1.75,2.6,"-0.5, -1.0",1.0,1.875,"+0.5, +1.0",2.0,1.825
325,0.0,0.0,3.125,2.3,0.0,1.0,1.85,0.0,2.0,1.85
326,2.0,2.0,2.0,1.6,-0.5,1.0,1.9,+0.5,2.0,1.8
327,0.0,0.0,2.3,2.125,0.0,1.0,1.85,0.0,2.0,1.85
328,1.0,3.0,1.0,1.5,"0.0, +0.5",1.0,1.75,"0.0, -0.5",2.0,1.95
329,1.0,3.0,2.0,2.25,,,,,,
330,4.0,1.0,3.2,1.3,,,,,,
331,2.0,2.0,1.4,1.625,,,,,,
332,1.0,2.0,2.1,1.9,,,,,,
333,4.0,3.0,4.0,3.0,,,,,,
334,1.0,4.0,1.4,2.8,,,,,,
335,1.0,2.0,2.7,1.5,,,,,,
336,1.0,1.0,1.75,2.0,,,,,,
337,4.0,1.0,2.857142857142857,1.3,,,,,,
338,1.0,3.0,2.0,3.0,,,,,,
339,3.0,2.0,2.125,1.9,,,,,,
340,2.0,1.0,1.4,1.9,,,,,,
341,1.0,5.0,3.2,3.0,,,,,,
342,2.0,4.0,1.4,2.25,,,,,,
343,3.0,3.0,2.1,2.0,,,,,,
344,2.0,2.0,2.7,1.625,,,,,,
345,2.0,1.0,3.2,2.25,,,,,,
346,1.0,1.0,2.0,3.0,,,,,,
347,3.0,2.0,1.75,1.9,,,,,,
348,1.0,3.0,2.125,1.5,,,,,,
349,2.0,4.0,4.0,2.8,,,,,,
350,1.0,3.0,1.4,3.0,,,,,,
351,1.0,1.0,1.75,1.5,,,,,,
352,4.0,4.0,2.7,1.9,,,,,,
353,3.0,1.0,2.0,1.3,-0.5,1.0,1.925,+0.5,2.0,1.775
354,0.0,1.0,2.857142857142857,2.25,+0.5,1.0,1.775,-0.5,2.0,1.925
355,0.0,0.0,1.4,1.9,"0.0, +0.5",1.0,1.8,"0.0, -0.5",2.0,1.9
356,0.0,1.0,2.125,1.625,0.0,1.0,1.9,0.0,2.0,1.8
357,2.0,2.0,1.4,3.0,0.0,1.0,1.85,0.0,2.0,1.85
358,4.0,3.0,3.2,2.8,"-0.5, -1.0",1.0,1.875,"+0.5, +1.0",2.0,1.825
359,4.0,3.0,2.7,2.0,"0.0, +0.5",1.0,1.85,"0.0, -0.5",2.0,1.85
360,1.0,2.0,2.1,1.5,-0.5,1.0,1.825,+0.5,2.0,1.875
361,3.0,1.0,2.857142857142857,3.0,,,,,,
362,6.0,4.0,4.0,1.3,,,,,,
363,4.0,2.0,2.125,1.9,0.0,1.0,1.85,0.0,2.0,1.85
364,1.0,2.0,1.75,1.9,-0.5,1.0,1.9,+0.5,2.0,1.8
365,2.0,1.0,2.1,1.625,,,,,,
366,0.0,0.0,1.4,2.0,,,,,,
367,3.0,3.0,2.0,3.6,,,,,,
368,4.0,4.0,2.625,2.0,,,,,,
369,1.0,3.0,2.6,3.25,"0.0, -0.5",1.0,1.9,"0.0, +0.5",2.0,1.8
