,id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd
7015,171420194,11235433,11235432,0.0,2.0,2.0,1.030,10.000,2.5
7016,171420198,11235432,11225389,4.0,4.0,8.0,1.100,6.500,2.5
7017,171420200,11234197,11235431,5.0,3.0,8.0,1.030,10.000,2.5
7018,171420203,11235432,11235431,2.0,3.0,5.0,1.040,9.000,2.5
7019,171420205,11235433,11225389,3.0,1.0,4.0,1.200,4.333,2.5
7020,171420208,11235431,11235433,1.0,2.0,3.0,1.083,7.000,2.5
7021,171420212,11234197,11235432,4.0,7.0,11.0,1.050,8.500,2.5
7022,171420215,11235433,11234197,3.0,2.0,5.0,1.100,6.500,2.5
7023,171420225,11225389,11235431,1.0,2.0,3.0,1.083,7.000,2.5
7024,171420241,11235431,11234197,5.0,4.0,9.0,1.050,8.500,2.5
7025,171420303,11235440,11235438,5.0,2.0,7.0,1.100,6.500,2.5
7026,171420308,11235439,11235442,0.0,5.0,5.0,1.040,9.000,2.5
7027,171420311,11235442,11235440,2.0,4.0,6.0,1.071,7.500,2.5
7028,171420314,11235438,11225425,1.0,4.0,5.0,1.062,8.000,2.5
7029,171420320,11235440,11235439,1.0,1.0,2.0,1.083,7.000,2.5
7030,171420317,11225425,11235442,1.0,0.0,1.0,1.142,5.000,2.5
7031,171420323,11235439,11225425,3.0,5.0,8.0,1.083,7.000,2.5
7032,171420325,11235442,11235438,4.0,7.0,11.0,1.030,10.000,2.5
7033,171420327,11235439,11235438,1.0,0.0,1.0,1.040,9.000,2.5
7034,171420331,11235440,11225425,0.0,0.0,0.0,1.166,4.500,2.5
7035,171420342,11235438,11235440,1.0,2.0,3.0,1.062,8.000,2.5
7036,171420344,11235442,11235439,1.0,3.0,4.0,1.040,9.000,2.5
7037,171420346,11235440,11235442,0.0,0.0,0.0,1.100,6.500,2.5
7038,171420348,11225425,11235438,3.0,4.0,7.0,1.050,8.500,2.5
7039,171420365,11225425,11235439,5.0,2.0,7.0,1.083,7.000,2.5
7040,171420367,11235438,11235442,2.0,5.0,7.0,1.015,12.000,2.5
7041,171420371,11225448,11235483,1.0,0.0,1.0,1.166,4.500,2.5
7042,171420380,11235483,11235484,2.0,2.0,4.0,1.062,8.000,2.5
7043,171420387,11235485,11235486,1.0,3.0,4.0,1.040,9.000,2.5
7044,171420393,11235486,11235483,0.0,1.0,1.0,1.100,6.500,2.5
7045,171420396,11235484,11225448,1.0,0.0,1.0,1.083,7.000,2.5
7046,171420402,11225448,11235486,4.0,3.0,7.0,1.142,5.000,2.5
7047,171420409,11235483,11235485,1.0,1.0,2.0,1.083,7.000,2.5
7048,171420418,11235485,11225448,1.0,2.0,3.0,1.062,8.000,2.5
7049,171420423,11235486,11235484,0.0,1.0,1.0,1.030,10.000,2.5
7050,171420431,11235485,11235484,2.0,1.0,3.0,1.040,9.000,2.5
7051,171420437,11235483,11225448,0.0,1.0,1.0,1.200,4.333,2.5
7052,171420440,11235484,11235483,2.0,3.0,5.0,1.100,6.500,2.5
7053,171420444,11235486,11235485,4.0,3.0,7.0,1.025,10.500,2.5
7054,171420447,11235483,11235486,1.0,3.0,4.0,1.071,7.500,2.5
7055,171420450,11225448,11235484,1.0,3.0,4.0,1.062,8.000,2.5
7056,171420454,11235486,11225448,0.0,3.0,3.0,1.083,7.000,2.5
7057,171420467,11235485,11235483,1.0,0.0,1.0,1.071,7.500,2.5
7058,171420472,11225448,11235485,0.0,1.0,1.0,1.062,8.000,2.5
7059,171420474,11235484,11235486,1.0,0.0,1.0,1.030,10.000,2.5
7060,171456784,11241718,11243640,2.0,2.0,4.0,1.250,3.750,2.5
7061,171456786,11240764,11241103,3.0,3.0,6.0,1.125,5.500,2.5
7062,171456788,11241103,11241718,5.0,1.0,6.0,1.071,7.500,2.5
7063,171456791,11243640,11252846,3.0,5.0,8.0,1.285,3.500,2.5
7064,171456796,11252846,11241103,2.0,3.0,5.0,1.166,4.500,2.5
7065,171456803,11241718,11240764,1.0,2.0,3.0,1.071,7.500,2.5
7066,171456807,11240764,11252846,1.0,4.0,5.0,1.166,4.500,2.5
7067,171456809,11241103,11243640,5.0,2.0,7.0,1.200,4.333,2.5
7068,171456811,11243640,11240764,1.0,2.0,3.0,1.250,3.750,2.5
7069,171456813,11252846,11241718,1.0,1.0,2.0,1.083,7.000,2.5
7070,171456815,11243640,11241718,2.0,0.0,2.0,1.250,3.750,2.5
7071,171456817,11241103,11240764,0.0,1.0,1.0,1.100,6.500,2.5
7072,171456819,11241718,11241103,1.0,3.0,4.0,1.071,7.500,2.5
7073,171456821,11252846,11243640,3.0,0.0,3.0,1.285,3.500,2.5
7074,171456828,11241103,11252846,0.0,4.0,4.0,1.083,7.000,2.5
7075,171456836,11240764,11241718,1.0,3.0,4.0,1.071,7.500,2.5
7076,171456838,11252846,11240764,0.0,1.0,1.0,1.083,7.000,2.5
7077,171456842,11243640,11241103,0.0,2.0,2.0,1.142,5.000,2.5
7078,171456846,11240764,11243640,2.0,1.0,3.0,1.200,4.333,2.5
7079,171456850,11241718,11252846,1.0,3.0,4.0,1.083,7.000,2.5
7080,171456860,11241759,11243660,1.0,3.0,4.0,1.250,3.750,2.5
7081,171456870,11240863,11242555,1.0,1.0,2.0,1.083,7.000,2.5
