,odd_goals_over1,odd_goals_under1,media_goals_home,media_goals_away,h2h_mean,res_goals_over_under
8871,1.2,4.333,1.8,2.4,4.333333333333333,True
8873,1.444,2.625,0.6,1.6,4.0,True
8874,1.05,8.5,2.4,5.0,5.0,True
8875,1.01,15.0,3.4,3.2,6.0,True
8876,1.071,7.5,2.4,2.6,3.5,False
8877,1.005,17.0,2.6,3.4,7.0,True
8879,2.0,1.8,2.0,2.6,2.6666666666666665,True
8880,1.444,2.625,1.6,1.6,3.0,True
8881,1.65,2.2,1.8,0.6,3.0,False
8882,1.4,2.75,1.0,1.0,3.0,False
8883,1.285,3.5,2.2,2.0,2.5,True
8884,1.571,2.35,2.2,1.6,3.5,False
8887,1.65,2.2,1.2,1.6,4.0,False
8888,1.444,2.625,1.6,1.8,4.0,True
8889,1.4,2.75,1.6,1.6,2.0,True
8890,1.533,2.375,0.8,1.8,5.666666666666667,True
8891,1.333,3.25,1.8,1.0,3.0,True
8892,1.2,4.333,1.6,1.6,3.3333333333333335,True
8893,1.4,2.75,1.8,2.2,2.5,True
8895,1.1,6.5,3.2,2.8,4.0,True
8896,1.363,3.0,1.2,2.2,3.6666666666666665,True
8898,1.025,10.5,2.6,2.6,4.5,True
8899,1.7,2.1,2.0,2.2,1.5,True
8900,1.012,13.0,2.4,4.2,5.5,True
8901,2.0,1.8,2.0,1.6,2.5,True
8902,1.083,7.0,2.6,3.4,5.833333333333333,True
8903,1.533,2.375,1.6,2.2,3.1666666666666665,False
8905,1.025,10.5,2.4,3.4,6.0,True
8906,1.6,2.3,1.6,0.6,3.0,False
8907,1.571,2.35,1.8,1.6,0.5,True
8909,1.125,5.5,2.8,1.6,6.5,True
8910,1.01,15.0,1.6,2.0,7.25,True
8912,1.166,4.5,1.8,1.8,5.0,False
8913,1.142,5.0,1.6,2.0,3.0,True
8914,1.166,4.5,1.6,3.0,4.0,False
8915,1.142,5.0,2.6,2.2,5.0,True
8917,1.285,3.5,1.0,2.0,4.333333333333333,True
8919,1.2,4.333,1.0,2.2,4.666666666666667,True
8923,1.125,5.5,2.2,2.6,4.666666666666667,True
8924,1.1,6.5,3.4,1.8,5.333333333333333,True
8925,1.111,6.0,2.2,1.8,8.0,True
8926,1.25,3.75,1.8,1.6,3.0,False
8927,1.125,5.5,1.8,2.2,5.0,True
8933,1.166,4.5,3.2,2.2,4.8,True
8934,1.166,4.5,1.4,1.0,3.0,False
8935,1.166,4.5,2.2,2.6,4.5,True
8937,1.125,5.5,3.0,3.0,7.5,True
8940,1.25,3.75,4.0,2.6,3.5,False
8941,1.142,5.0,1.6,2.2,4.5,True
8942,1.111,6.0,2.4,2.6,5.0,True
8943,1.166,4.5,2.0,2.4,4.5,True
8944,1.333,3.25,3.2,1.8,4.25,True
8945,1.125,5.5,3.0,2.6,7.0,True
8946,1.166,4.5,3.0,1.6,4.0,True
8947,1.222,4.0,3.4,1.6,4.0,True
8948,1.04,9.0,2.0,2.0,8.0,True
8950,1.166,4.5,3.0,1.8,3.0,True
8952,1.1,6.5,3.0,2.2,5.5,True
8954,1.166,4.5,1.2,1.8,4.0,True
8955,1.222,4.0,2.6,2.4,1.5,True
8956,1.222,4.0,1.4,2.4,2.0,False
8958,1.222,4.0,2.6,1.6,1.5,True
8959,1.222,4.0,2.0,3.6,4.0,True
8960,1.1,6.5,1.8,1.6,4.0,True
8961,1.062,8.0,2.6,2.6,7.0,True
8965,1.125,5.5,2.2,2.0,4.5,True
8966,1.25,3.75,1.2,1.8,4.5,True
8967,1.166,4.5,2.4,2.6,4.0,True
8968,1.6,2.3,1.2,1.6,2.5,False
8970,1.111,6.0,2.2,1.6,6.0,False
8971,1.1,6.5,1.2,2.6,4.0,True
8972,1.571,2.35,1.2,1.2,3.5,False
8973,1.444,2.625,1.2,1.6,2.5,True
8974,1.285,3.5,1.6,1.2,3.0,True
8975,1.285,3.5,0.8,1.6,5.0,False
8976,1.222,4.0,2.2,1.8,5.0,True
8978,1.125,5.5,1.2,2.2,5.5,True
8979,1.166,4.5,2.4,1.8,4.0,True
8980,1.111,6.0,2.4,2.2,5.0,True
8981,1.285,3.5,2.4,1.8,5.0,True
8982,1.166,4.5,2.4,1.6,4.0,True
8983,1.4,2.75,1.6,2.0,2.0,True
8984,1.142,5.0,2.8,1.6,7.0,True
8985,1.444,2.625,1.6,1.8,4.0,True
8986,1.071,7.5,2.8,2.4,6.666666666666667,True
8987,1.25,3.75,2.6,2.2,6.333333333333333,True
8988,1.071,7.5,2.8,3.0,7.0,True
8989,1.111,6.0,2.4,1.0,3.6666666666666665,False
8990,1.166,4.5,2.8,1.0,4.333333333333333,False
8991,1.04,9.0,2.4,2.4,6.333333333333333,True
8992,1.083,7.0,2.0,2.4,4.333333333333333,True
8993,1.071,7.5,2.2,2.4,5.0,True
8994,1.071,7.5,2.4,2.2,5.666666666666667,True
8995,1.083,7.0,2.4,3.0,4.0,True
8996,1.03,10.0,1.4,2.2,8.0,True
8997,1.166,4.5,2.0,3.0,0.0,False
8998,1.05,8.5,2.6,2.8,5.0,False
8999,1.111,6.0,1.4,3.6,5.0,True
9000,1.062,8.0,1.8,1.6,5.0,True
9002,1.142,5.0,2.8,2.2,6.0,True
9003,1.083,7.0,2.8,3.0,4.5,True
9004,1.03,10.0,1.4,3.0,5.0,True
9005,1.166,4.5,2.0,2.2,4.5,True
9006,1.111,6.0,2.0,3.0,4.0,True
9008,1.142,5.0,2.0,3.6,2.0,True
9009,1.166,4.5,2.6,1.6,3.0,False
9010,1.083,7.0,1.8,2.4,9.0,True
9013,1.222,4.0,2.6,2.4,1.0,False
9014,1.166,4.5,2.6,2.2,5.0,True
9016,1.1,6.5,3.0,1.8,10.0,True
9017,1.083,7.0,1.4,1.0,5.0,True
9018,1.111,6.0,3.0,2.2,5.0,True
9019,1.333,3.25,0.8,1.8,6.0,True
9021,1.142,5.0,1.2,1.8,6.0,False
9024,1.125,5.5,1.8,1.8,4.0,False
9025,1.083,7.0,2.2,2.2,5.0,True
9028,1.222,4.0,1.0,1.6,3.0,True
9033,1.125,5.5,2.4,2.0,3.0,True
9037,1.125,5.5,1.2,1.8,2.0,True
9038,1.166,4.5,1.2,1.8,5.0,True
9044,1.166,4.5,1.8,2.2,6.0,True
9051,1.571,2.35,1.2,0.6,4.0,False
9052,1.03,10.0,3.0,4.0,6.0,True
9053,1.444,2.625,0.6,1.2,5.0,False
9054,1.4,2.75,0.8,1.6,4.0,True
9055,1.062,8.0,2.2,1.6,4.0,True
9060,1.125,5.5,2.2,1.8,4.0,True
9061,1.222,4.0,2.4,1.6,3.0,True
9062,1.444,2.625,2.4,1.8,3.0,True
9063,1.03,10.0,2.4,2.2,6.0,True
9064,1.125,5.5,2.4,1.8,6.0,False
9066,1.4,2.75,1.6,1.6,3.0,False
9067,1.85,1.95,1.6,1.6,5.0,True
9068,1.25,3.75,1.6,1.2,3.0,True
9069,1.444,2.625,1.6,1.8,3.0,False
9070,1.6,2.3,1.2,1.6,2.0,True
9073,1.285,3.5,1.6,1.2,5.0,True
9078,1.5,2.5,1.2,1.2,5.5,True
9083,1.142,5.0,2.4,3.2,5.333333333333333,False
9087,1.285,3.5,0.6,2.0,1.0,True
9089,1.6,2.3,2.2,1.6,3.0,True
9090,1.285,3.5,2.2,2.0,3.0,False
9091,1.6,2.3,2.2,2.0,3.0,True
9092,1.4,2.75,0.6,2.0,3.0,False
9093,1.02,11.0,2.0,2.2,7.4,True
9094,1.3,3.4,2.2,2.0,4.0,True
9095,1.444,2.625,1.6,1.2,3.0,True
9096,1.083,7.0,3.0,2.2,4.0,True
9097,1.005,17.0,2.0,4.0,6.0,True
9098,1.444,2.625,2.2,1.2,3.0,False
9099,1.533,2.375,1.6,1.6,1.0,False
9100,1.071,7.5,3.2,4.0,5.0,True
9103,1.01,15.0,3.0,3.2,10.0,True
9104,1.071,7.5,3.0,1.8,5.666666666666667,True
9107,1.025,10.5,3.2,3.2,7.0,True
9121,1.142,5.0,1.6,1.8,3.4,True
9123,1.6,2.3,1.8,0.6,2.0,True
9124,1.2,4.333,2.6,1.8,5.0,True
9125,1.363,3.0,1.2,2.2,3.4,True
9126,1.012,13.0,2.6,2.6,3.0,True
9127,1.571,2.35,1.8,1.0,5.0,False
9128,1.571,2.35,2.0,2.2,3.0,False
9129,1.083,7.0,2.4,2.6,4.0,True
9130,1.005,17.0,2.6,3.4,9.0,True
9131,1.333,3.25,1.8,2.2,4.0,False
9132,1.5,2.5,1.6,1.6,3.2,True
9133,1.071,7.5,2.6,3.4,6.0,True
9134,1.444,2.625,1.8,1.6,1.0,False
9135,1.75,2.05,1.6,0.6,4.0,False
9136,1.015,12.0,2.6,2.2,2.0,False
9137,1.363,3.0,1.6,2.2,3.0,True
9139,1.005,17.0,2.4,4.2,3.0,True
9141,1.03,10.0,2.8,2.4,4.0,True
9142,1.071,7.5,2.8,2.6,6.25,True
9146,1.002,19.0,2.0,3.4,7.0,True
9151,1.4,2.75,1.0,1.6,3.5,True
9153,1.222,4.0,2.0,2.6,5.8,True
9155,1.25,3.75,2.8,1.6,5.0,True
9156,1.005,17.0,2.6,1.8,8.0,True
9160,1.04,9.0,1.4,2.4,5.0,True
9161,1.012,13.0,1.4,2.2,4.0,True
9163,1.01,15.0,2.2,2.2,8.0,True
9164,1.03,10.0,2.2,3.4,9.0,True
9167,1.04,9.0,1.4,1.8,4.666666666666667,True
9168,1.1,6.5,4.0,3.4,7.0,True
9169,1.1,6.5,2.8,2.2,6.0,True
9173,1.062,8.0,1.6,1.8,7.0,True
9178,1.25,3.75,2.6,1.8,4.0,True
9179,1.166,4.5,2.0,2.6,5.0,True
9180,1.083,7.0,1.8,1.8,4.666666666666667,False
9181,1.142,5.0,1.6,3.0,8.0,True
9182,1.285,3.5,2.2,1.8,3.3333333333333335,True
9183,1.166,4.5,1.4,1.8,4.571428571428571,True
9184,1.166,4.5,2.4,2.8,9.0,True
9185,1.2,4.333,3.4,2.8,6.0,True
9188,1.166,4.5,1.8,2.0,3.0,True
9190,1.1,6.5,2.8,3.2,12.0,True
9193,1.142,5.0,1.0,2.2,4.0,True
9194,1.25,3.75,1.8,1.6,4.4,True
9195,1.111,6.0,2.8,3.0,9.0,True
9196,1.1,6.5,3.4,3.6,4.0,True
9197,1.2,4.333,2.4,2.0,4.6,True
9198,1.25,3.75,1.8,1.8,1.0,True
9199,1.111,6.0,2.6,2.8,4.0,True
9200,1.166,4.5,2.4,2.8,8.0,True
9201,1.25,3.75,2.6,1.6,5.0,True
9202,1.166,4.5,1.0,2.4,2.5,True
9203,1.166,4.5,1.6,3.6,5.0,True
9205,1.2,4.333,2.4,2.2,6.571428571428571,True
9207,1.333,3.25,2.6,2.4,2.6666666666666665,False
9208,1.166,4.5,2.4,3.6,6.333333333333333,True
9209,1.25,3.75,1.8,2.4,4.8,True
9210,1.2,4.333,2.6,2.0,5.0,True
9211,1.071,7.5,3.4,3.0,4.666666666666667,True
9212,1.142,5.0,2.8,2.8,3.5,True
9213,1.166,4.5,1.8,2.0,5.5,False
9214,1.285,3.5,2.4,2.4,4.0,True
9217,1.2,4.333,1.0,1.6,3.5,True
9219,1.083,7.0,2.8,3.6,3.0,True
9220,1.333,3.25,1.8,1.8,3.5,False
9225,1.2,4.333,1.8,1.6,7.0,True
9226,1.25,3.75,1.8,2.2,4.5,True
9230,1.166,4.5,2.2,1.8,4.0,True
9231,1.2,4.333,2.6,1.4,3.2,False
9234,1.2,4.333,2.8,2.2,4.4,True
9235,1.166,4.5,2.2,1.6,7.0,True
9236,1.222,4.0,2.0,1.8,5.5,True
9237,1.05,8.5,2.4,3.6,5.75,True
9238,1.125,5.5,2.6,3.0,6.5,True
9239,1.083,7.0,1.4,2.2,6.0,True
9240,1.444,2.625,1.2,1.0,3.75,False
9241,1.333,3.25,2.6,1.6,3.3333333333333335,False
9242,1.2,4.333,2.8,1.8,5.285714285714286,True
9243,1.25,3.75,2.2,1.6,4.4,False
9244,1.2,4.333,1.4,2.2,5.0,True
9245,1.25,3.75,2.2,2.2,4.0,True
9246,1.25,3.75,2.8,1.6,3.25,True
9247,1.2,4.333,2.0,1.8,7.0,True
9248,1.083,7.0,2.4,3.6,6.0,True
9249,1.2,4.333,2.2,1.4,5.0,False
9251,1.083,7.0,2.4,3.2,7.0,True
9253,1.285,3.5,1.0,1.0,2.75,True
9255,1.2,4.333,2.2,1.4,5.5,True
9257,1.25,3.75,2.0,2.2,2.0,True
9258,1.2,4.333,3.0,2.4,3.0,True
9259,1.05,8.5,2.8,3.6,5.0,True
9260,1.222,4.0,3.0,3.8,2.3333333333333335,True
9261,1.083,7.0,3.4,2.6,5.666666666666667,True
9262,1.083,7.0,2.4,3.6,4.666666666666667,True
9263,1.062,8.0,1.8,2.2,4.666666666666667,False
9264,1.02,11.0,3.0,3.2,6.0,True
9265,1.285,3.5,3.0,2.6,3.5714285714285716,True
9267,1.062,8.0,3.0,3.0,6.0,False
9269,1.25,3.75,2.6,1.8,3.75,True
9270,1.071,7.5,2.4,3.6,6.0,True
9271,1.083,7.0,2.0,2.8,8.0,True
9272,1.222,4.0,3.0,2.2,5.333333333333333,True
9274,1.062,8.0,3.0,3.0,4.0,True
9276,1.071,7.5,2.8,2.8,4.0,True
9277,1.05,8.5,2.2,1.8,4.0,True
9279,1.125,5.5,3.0,2.6,4.0,False
9280,1.04,9.0,2.2,2.8,5.0,True
9281,1.05,8.5,2.8,1.8,4.0,True
9283,1.285,3.5,3.0,3.8,3.5,True
9284,1.062,8.0,2.8,2.2,6.0,True
9285,1.04,9.0,2.4,2.6,12.0,True
9286,1.083,7.0,3.4,2.4,6.0,False
9287,1.071,7.5,3.0,3.8,5.333333333333333,True
9289,1.062,8.0,3.0,2.4,6.5,True
9290,1.071,7.5,3.0,3.2,3.0,True
9291,1.05,8.5,1.8,2.8,5.0,True
9296,1.071,7.5,3.0,3.0,2.0,True
9300,1.04,9.0,2.4,2.2,4.5,True
9304,1.02,11.0,5.4,3.6,7.0,True
9305,1.25,3.75,1.6,3.2,5.0,True
9306,1.062,8.0,4.0,3.2,7.333333333333333,True
9307,1.25,3.75,1.8,2.4,5.5,True
9308,1.166,4.5,1.6,1.2,5.333333333333333,True
9309,1.083,7.0,3.0,2.4,5.666666666666667,True
9310,1.04,9.0,2.4,2.6,5.0,False
9311,1.1,6.5,2.8,3.2,7.0,True
9312,1.111,6.0,1.8,3.6,7.0,True
9313,1.071,7.5,1.6,3.0,5.666666666666667,True
9314,1.05,8.5,2.6,2.8,8.0,True
9315,1.071,7.5,4.0,3.8,3.0,True
9316,1.071,7.5,5.4,2.6,4.333333333333333,True
9318,1.062,8.0,2.4,3.2,5.0,True
9319,1.025,10.5,2.8,3.2,13.0,True
9320,1.062,8.0,5.4,3.2,2.5,True
9321,1.25,3.75,1.6,2.6,2.5,True
9323,1.285,3.5,1.8,2.6,3.3333333333333335,True
9325,1.062,8.0,2.8,2.4,6.0,True
9326,1.083,7.0,2.8,2.8,5.666666666666667,True
9328,1.05,8.5,3.2,2.6,5.666666666666667,True
9329,1.222,4.0,1.8,3.2,4.0,False
9333,1.083,7.0,5.4,2.4,5.0,True
9334,1.071,7.5,2.4,3.8,6.666666666666667,True
9335,1.062,8.0,1.8,3.0,3.5,True
9338,1.04,9.0,2.8,3.2,5.0,True
9339,1.062,8.0,3.0,2.8,4.0,True
9340,1.03,10.0,2.2,2.8,8.0,True
9342,1.05,8.5,2.0,1.2,6.333333333333333,True
9344,1.142,5.0,3.2,2.4,5.0,True
9345,1.025,10.5,2.8,2.6,7.0,True
9346,1.062,8.0,2.8,3.2,5.333333333333333,True
9348,1.071,7.5,3.4,2.8,5.5,True
9349,1.1,6.5,2.0,2.6,9.0,True
9350,1.071,7.5,2.2,2.8,8.0,True
9351,1.05,8.5,4.2,2.4,4.0,True
9353,1.083,7.0,3.2,2.8,5.5,True
9354,1.05,8.5,3.0,2.8,10.0,True
9355,1.04,9.0,2.8,3.2,3.0,True
9356,1.2,4.333,2.0,2.8,2.7142857142857144,True
9358,1.1,6.5,1.6,3.6,6.0,True
9360,1.062,8.0,2.8,2.4,3.0,True
9361,1.062,8.0,3.4,2.8,6.0,True
9362,1.166,4.5,3.2,2.2,2.8333333333333335,False
9363,1.05,8.5,3.4,3.2,8.0,True
9364,1.04,9.0,3.0,2.4,5.0,True
9365,1.04,9.0,3.4,2.4,3.5,True
9366,1.071,7.5,4.2,3.2,8.0,True
9369,1.166,4.5,3.0,2.8,4.5,True
9371,1.25,3.75,2.0,2.4,4.5,True
9375,1.062,8.0,2.0,2.8,5.0,False
9377,1.2,4.333,2.4,1.6,5.0,True
9378,1.05,8.5,2.2,3.2,9.0,True
9383,1.071,7.5,2.8,2.6,6.0,True
9384,1.015,12.0,2.0,2.8,9.0,True
9385,1.05,8.5,4.0,2.6,8.0,True
9386,1.071,7.5,2.4,2.6,5.666666666666667,True
9387,1.083,7.0,2.75,2.0,6.0,False
9389,1.222,4.0,2.4,1.4,3.0,False
9390,1.05,8.5,3.6,3.2,7.0,True
9392,1.071,7.5,2.8,2.8,6.5,True
9394,1.222,4.0,1.4,2.4,4.0,True
9395,1.062,8.0,2.0,2.0,4.0,True
9396,1.062,8.0,3.6,2.6,7.0,True
9397,1.071,7.5,2.0,1.6,5.5,True
9398,1.222,4.0,2.4,1.4,2.6,True
9399,1.05,8.5,2.8,2.8,5.0,True
9400,1.05,8.5,3.4,3.2,7.0,True
9401,1.142,5.0,2.4,2.0,4.5,True
9403,1.04,9.0,2.8,3.2,10.0,True
9404,1.062,8.0,3.6,2.8,5.0,True
9405,1.111,6.0,2.4,2.8,4.5,True
9406,1.222,4.0,1.2,2.2,5.5,True
9407,1.222,4.0,2.0,1.6,2.5,True
9408,1.25,3.75,2.0,1.8,10.0,True
9409,1.142,5.0,1.6,1.0,3.0,False
9410,1.04,9.0,3.6,2.4,4.0,True
9411,1.166,4.5,1.6,2.8,4.2,True
9412,1.03,10.0,2.4,3.2,10.0,True
9413,1.05,8.5,2.0,3.4,6.0,True
9414,1.071,7.5,2.4,2.8,7.0,True
9415,1.04,9.0,3.4,2.8,4.0,True
9417,1.04,9.0,3.2,1.2,2.0,True
9421,1.125,5.5,3.2,2.2,3.25,True
9429,1.071,7.5,3.6,1.6,5.666666666666667,True
9431,1.071,7.5,3.8,2.6,5.0,True
9432,1.062,8.0,2.4,2.6,4.0,True
9434,1.25,3.75,1.6,2.6,7.0,True
9435,1.166,4.5,2.4,1.4,2.6666666666666665,True
9436,1.2,4.333,1.6,2.4,8.0,False
9438,1.05,8.5,1.6,2.6,3.5,True
9439,1.111,6.0,1.6,2.4,4.0,True
9443,1.071,7.5,2.6,2.4,2.5,True
9444,1.05,8.5,1.4,2.25,4.666666666666667,True
9445,1.111,6.0,2.6,1.6,4.0,False
9446,1.25,3.75,1.8,2.25,2.0,True
9447,1.2,4.333,1.4,1.6,2.888888888888889,True
9448,1.25,3.75,3.2,1.8,2.0,True
9449,1.062,8.0,3.2,2.4,5.0,True
9450,1.2,4.333,1.8,1.8,3.5,True
9452,1.25,3.75,1.8,2.4,2.75,True
9454,1.083,7.0,3.6,2.4,4.666666666666667,True
9455,1.142,5.0,1.4,1.0,5.0,False
9456,1.166,4.5,1.6,2.6,2.0,True
9457,1.25,3.75,2.2,2.8,7.0,True
9458,1.3,3.4,2.6,1.0,4.8,True
9459,1.05,8.5,2.0,1.4,5.5,True
9461,1.142,5.0,1.8,2.2,5.0,True
9462,1.25,3.75,1.4,1.4,4.0,True
9463,1.071,7.5,3.6,2.2,5.0,True
9464,1.166,4.5,2.4,2.2,4.0,True
9465,1.125,5.5,1.6,2.2,3.8333333333333335,True
9466,1.166,4.5,3.6,1.4,1.0,True
9467,1.4,2.75,2.6,2.2,3.6,True
9468,1.166,4.5,1.8,2.4,6.0,True
9469,1.142,5.0,1.4,1.6,3.0,True
9470,1.142,5.0,2.2,2.4,6.0,True
9471,1.285,3.5,2.4,1.0,6.0,True
9472,1.222,4.0,3.6,1.4,2.2,True
9473,1.3,3.4,1.4,2.2,3.0,True
9474,1.166,4.5,1.8,1.4,5.5,True
9475,1.083,7.0,2.4,3.4,3.5,True
9476,1.333,3.25,1.6,2.4,4.75,True
9477,1.071,7.5,1.6,2.4,6.0,True
9478,1.166,4.5,1.6,2.2,4.333333333333333,True
9479,1.166,4.5,2.2,1.0,3.0,True
9482,1.222,4.0,1.4,2.2,2.25,False
9487,1.333,3.25,2.4,2.4,3.25,True
9488,1.125,5.5,1.4,1.0,4.25,True
9490,1.142,5.0,2.4,2.2,5.0,True
9493,1.25,3.75,2.6,2.8,5.0,False
9494,1.125,5.5,3.6,1.6,3.8,True
9495,1.062,8.0,2.8,2.2,4.5,True
9497,1.25,3.75,2.0,1.6,4.6,False
9498,1.166,4.5,1.2,1.4,4.25,True
9499,1.083,7.0,2.8,2.2,4.2,True
9500,1.071,7.5,2.0,3.4,8.0,False
9502,1.166,4.5,2.6,1.6,4.4,True
9506,1.166,4.5,2.0,3.0,6.2,True
9507,1.125,5.5,2.8,1.6,2.0,False
9508,1.25,3.75,2.0,2.0,2.0,False
9509,1.166,4.5,1.2,2.8,3.6666666666666665,False
9510,1.071,7.5,2.4,2.2,7.0,True
9511,1.166,4.5,1.4,1.6,3.0,True
9512,1.166,4.5,2.4,3.4,3.0,True
9513,1.333,3.25,2.0,2.0,3.75,False
9514,1.25,3.75,1.2,1.2,4.5,True
9515,1.333,3.25,1.4,1.6,3.5,True
9518,1.222,4.0,2.0,1.2,4.5,True
9520,1.1,6.5,2.4,2.2,7.0,True
9522,1.071,7.5,2.8,3.4,9.0,True
9525,1.166,4.5,2.6,2.2,5.0,True
9526,1.3,3.4,1.6,2.2,2.0,True
9527,1.3,3.4,3.2,1.4,1.0,True
9528,1.142,5.0,3.0,3.4,4.0,True
9529,1.083,7.0,4.0,1.5,8.0,True
9530,1.142,5.0,2.8,3.0,8.0,True
9531,1.25,3.75,2.6,1.5,8.0,True
9532,1.05,8.5,4.0,1.75,6.0,True
9534,1.363,3.0,1.8,2.0,3.3333333333333335,False
9535,1.125,5.5,3.6,1.5,4.0,True
9537,1.222,4.0,1.6,3.4,8.0,True
9538,1.285,3.5,2.4,1.75,2.0,False
9539,1.3,3.4,2.4,2.2,4.333333333333333,True
9540,1.1,6.5,2.4,2.4,5.4,True
9541,1.03,10.0,3.6,4.0,8.666666666666666,True
9542,1.166,4.5,2.8,2.6,3.0,True
9543,1.05,8.5,2.4,4.0,4.666666666666667,True
9544,1.363,3.0,3.0,2.0,2.0,True
9547,1.3,3.4,2.0,2.0,4.333333333333333,True
9548,1.142,5.0,1.6,1.4,5.4,True
9550,1.2,4.333,3.0,3.2,2.0,False
9551,1.25,3.75,2.8,1.4,2.0,True
9552,1.062,8.0,2.6,3.0,5.0,True
9554,1.2,4.333,3.0,2.8,7.666666666666667,True
9557,1.2,4.333,2.4,1.75,1.0,True
9558,1.05,8.5,4.0,2.4,8.5,True
9559,1.222,4.0,2.6,3.4,3.2,True
9560,1.444,2.625,1.6,3.0,3.0,True
9561,1.125,5.5,3.6,2.2,4.75,True
9564,1.3,3.4,2.2,3.2,2.6666666666666665,True
9565,1.333,3.25,1.8,2.2,8.0,True
9566,1.166,4.5,3.0,1.8,5.333333333333333,True
9567,1.3,3.4,1.8,1.4,3.3333333333333335,False
9568,1.083,7.0,3.6,1.75,6.0,True
9569,1.062,8.0,3.0,3.6,8.0,True
9570,1.2,4.333,1.8,2.2,7.0,False
9571,1.25,3.75,1.6,1.6,3.0,False
9572,1.666,2.15,2.0,2.6,2.0,False
9573,1.142,5.0,1.8,1.6,4.0,True
9574,1.111,6.0,2.0,2.8,6.333333333333333,True
9575,1.285,3.5,2.4,1.5,4.0,True
9576,1.071,7.5,1.8,3.6,6.666666666666667,True
9577,1.083,7.0,2.2,2.6,6.0,True
9578,1.25,3.75,2.0,2.4,4.666666666666667,True
9579,1.25,3.75,3.0,2.4,4.2,True
9580,1.125,5.5,3.0,2.6,5.2,True
9581,1.3,3.4,2.0,1.4,3.0,True
9582,1.05,8.5,3.0,2.8,7.0,True
9583,1.05,8.5,2.0,3.6,4.666666666666667,True
9584,1.25,3.75,2.2,1.8,4.0,True
9585,1.3,3.4,2.0,1.4,0.0,True
9586,1.3,3.4,1.8,2.4,3.0,True
9587,1.142,5.0,2.8,2.2,3.25,True
9589,1.04,9.0,4.0,2.2,6.0,False
9591,1.071,7.5,2.4,1.8,8.5,True
9592,1.1,6.5,1.8,2.6,7.0,True
9594,1.142,5.0,2.0,1.6,5.5,True
9596,1.1,6.5,2.4,2.8,7.0,True
9598,1.285,3.5,2.0,1.8,4.0,True
9601,1.25,3.75,3.0,2.8,5.5,False
9602,1.04,9.0,2.2,1.4,5.333333333333333,True
9603,1.25,3.75,3.0,3.2,5.0,True
9604,1.615,2.25,2.2,2.0,3.3333333333333335,True
9605,1.005,17.0,2.2,1.2,9.0,True
9606,1.75,2.05,1.8,0.8,0.6666666666666666,False
9607,1.02,11.0,3.2,3.5,3.0,True
9608,1.05,8.5,2.6,2.0,6.0,False
9609,1.005,17.0,5.0,3.4,7.0,True
9610,1.062,8.0,1.6,2.2,4.0,False
9611,1.025,10.5,5.0,1.6,6.0,True
9612,1.02,11.0,5.0,2.2,7.0,True
9613,1.03,10.0,2.2,2.2,6.0,True
9615,1.285,3.5,1.8,1.2,1.0,True
9618,1.222,4.0,3.2,1.0,6.0,True
9619,1.005,17.0,2.4,3.5,12.0,True
9620,1.062,8.0,3.2,3.0,2.0,True
9621,1.03,10.0,3.25,3.5,8.0,True
9626,1.005,17.0,2.4,3.0,5.0,True
9627,1.01,15.0,2.8,2.4,8.0,True
9628,1.083,7.0,3.0,1.8,5.0,True
9629,1.03,10.0,3.2,1.6,6.0,True
9630,1.03,10.0,2.2,3.8,4.0,False
9631,1.111,6.0,1.8,3.4,6.0,True
9632,1.533,2.375,1.2,1.6,2.3333333333333335,True
9633,1.444,2.625,1.2,0.8,3.0,False
9634,1.4,2.75,2.0,1.6,2.6666666666666665,True
9636,1.01,15.0,5.0,1.2,10.0,True
9637,1.222,4.0,2.4,1.6,2.0,True
9643,1.444,2.625,1.8,2.0,3.3333333333333335,True
9644,1.444,2.625,2.4,1.8,7.0,True
9645,1.05,8.5,2.4,2.2,6.333333333333333,True
9646,1.2,4.333,1.6,1.4,3.3333333333333335,False
9647,1.166,4.5,2.8,1.8,4.0,True
9648,1.03,10.0,3.2,2.6,5.666666666666667,True
9649,1.1,6.5,1.6,2.2,9.0,True
9650,1.083,7.0,1.8,2.2,8.0,False
9651,1.025,10.5,3.2,1.4,4.2,True
9652,1.062,8.0,1.8,2.6,5.0,True
9653,1.166,4.5,2.2,3.0,2.0,True
9654,1.05,8.5,2.8,2.2,5.0,True
9655,1.3,3.4,2.6,2.2,4.8,True
9656,1.071,7.5,2.8,3.0,3.0,True
9657,1.05,8.5,2.8,2.8,9.0,True
9659,1.062,8.0,2.4,3.0,5.333333333333333,True
9660,1.04,9.0,2.8,2.8,6.0,True
9661,1.05,8.5,3.2,2.2,5.0,True
9663,1.025,10.5,1.8,2.2,5.0,False
9664,1.166,4.5,2.8,2.8,4.0,True
9665,1.285,3.5,1.6,2.6,6.5,True
9666,1.166,4.5,2.6,2.6,6.5,True
9667,1.04,9.0,2.4,2.4,3.6666666666666665,True
9668,1.2,4.333,2.8,2.2,4.0,False
9669,1.062,8.0,3.2,3.0,9.0,True
9670,1.025,10.5,2.4,2.8,7.0,True
9671,1.25,3.75,2.8,2.6,4.0,True
9673,1.05,8.5,2.8,2.2,5.5,True
9674,1.071,7.5,2.8,2.6,5.0,True
9675,1.166,4.5,1.8,1.8,4.5,False
9676,1.2,4.333,1.6,2.2,4.0,True
