,odd_goals_over1,odd_goals_under1,media_goals_home,media_goals_away,h2h_mean,res_goals_over_under
7978,2.0,1.8,2.2,1.4,0.0,True
7980,1.363,3.0,1.6,1.8,2.0,True
7981,1.5,2.5,1.4,1.4,1.5,False
7983,1.4,2.75,1.0,1.4,1.0,False
7985,1.4,2.75,1.8,1.4,6.0,True
7988,1.3,3.4,1.4,1.6,5.5,True
7989,1.4,2.75,0.6,0.8,7.0,True
7990,1.25,3.75,2.4,1.4,5.0,True
7993,1.65,2.2,2.2,1.8,3.0,True
7994,1.083,7.0,2.4,1.4,6.0,True
7997,1.222,4.0,2.4,1.4,6.0,True
7998,1.2,4.333,1.8,2.0,3.2,True
7999,1.083,7.0,1.8,1.4,6.0,False
8002,1.85,1.95,2.2,0.8,2.0,False
8003,1.333,3.25,1.6,1.4,2.0,True
8015,1.062,8.0,2.6,3.6,5.333333333333333,True
8016,1.363,3.0,1.6,1.4,2.3333333333333335,True
8019,1.571,2.35,2.0,1.8,2.0,True
8021,1.3,3.4,1.4,1.8,2.0,True
8022,1.8,2.0,2.0,1.0,2.0,True
8027,1.65,2.2,1.0,2.0,4.0,False
8030,1.727,2.075,1.0,1.8,3.75,True
8035,1.25,3.75,1.4,1.2,5.0,True
8036,1.071,7.5,3.2,3.6,7.0,True
8038,1.222,4.0,1.8,1.4,4.0,False
8039,1.222,4.0,2.4,3.6,6.0,True
8040,1.083,7.0,2.8,2.4,7.333333333333333,True
8041,1.111,6.0,1.0,3.0,5.0,False
8042,1.2,4.333,2.4,2.2,3.4,True
8043,1.166,4.5,2.0,2.4,6.0,True
8045,1.142,5.0,3.4,1.6,3.0,True
8046,1.285,3.5,2.4,2.6,4.0,True
8047,1.2,4.333,3.4,1.4,5.0,True
8048,1.083,7.0,2.2,3.6,5.666666666666667,True
8049,1.062,8.0,2.8,4.0,4.0,True
8051,1.2,4.333,2.0,2.6,4.6,True
8052,1.083,7.0,2.2,4.0,4.0,True
8055,1.3,3.4,2.0,1.4,3.0,True
8056,1.2,4.333,2.0,1.6,2.6666666666666665,True
8057,1.071,7.5,2.8,2.4,6.0,True
8058,1.111,6.0,2.6,3.6,3.0,True
8059,1.166,4.5,3.6,1.4,4.0,True
8060,1.222,4.0,1.8,1.4,5.0,True
8062,1.071,7.5,2.6,2.4,2.0,True
8063,1.363,3.0,1.4,2.6,4.8,True
8064,1.166,4.5,2.4,2.6,3.5,True
8066,1.111,6.0,2.0,3.6,6.5,True
8067,1.285,3.5,2.4,1.4,4.333333333333333,True
8068,1.2,4.333,1.8,2.6,0.0,True
8073,1.333,3.25,2.4,2.6,5.0,False
8074,1.2,4.333,3.6,1.4,4.75,True
8078,1.2,4.333,1.4,2.6,4.5,True
8080,1.071,7.5,2.4,3.4,3.0,True
8082,1.363,3.0,1.8,1.4,5.0,True
8083,1.2,4.333,2.4,1.4,3.0,False
8084,1.25,3.75,1.4,1.6,5.0,True
8088,1.166,4.5,2.2,3.4,4.0,True
8090,1.125,5.5,3.2,2.4,1.0,True
8091,1.071,7.5,2.0,3.4,4.0,True
8092,1.05,8.5,3.8,3.2,5.0,True
8093,1.2,4.333,2.2,2.6,4.666666666666667,False
8094,1.222,4.0,3.2,2.6,4.0,True
8095,1.111,6.0,3.4,2.0,8.0,True
8096,1.1,6.5,2.4,3.4,6.333333333333333,True
8097,1.363,3.0,3.2,1.0,2.2,True
8099,1.04,9.0,2.0,1.8,9.0,True
8100,1.111,6.0,2.2,3.2,5.0,True
8104,1.05,8.5,2.2,2.0,7.0,False
8105,1.444,2.625,2.8,1.2,2.0,True
8106,1.222,4.0,2.4,2.8,3.0,True
8107,1.3,3.4,3.2,1.0,3.0,True
8110,1.2,4.333,2.2,2.4,2.5,True
8111,1.071,7.5,3.4,3.4,5.0,False
8113,1.2,4.333,3.2,2.0,5.0,True
8114,1.222,4.0,1.8,1.0,2.0,False
8115,1.05,8.5,2.0,3.2,7.0,True
8116,1.2,4.333,3.2,2.4,3.75,True
8117,1.05,8.5,4.0,2.6,2.0,True
8118,1.363,3.0,1.6,2.6,2.25,False
8120,1.04,9.0,3.8,3.4,4.666666666666667,True
8121,1.142,5.0,3.0,2.4,2.0,True
8122,1.142,5.0,1.6,2.0,6.0,False
8125,1.04,9.0,2.2,2.2,3.0,True
8126,1.062,8.0,3.0,2.8,7.0,True
8127,1.166,4.5,1.4,2.4,5.0,True
8128,1.071,7.5,2.2,2.8,5.0,True
8129,1.062,8.0,2.0,2.2,6.0,True
8130,1.125,5.5,1.4,1.8,4.0,False
8131,1.166,4.5,3.0,2.0,3.0,True
8132,1.062,8.0,2.4,2.0,8.0,True
8133,1.222,4.0,2.0,1.2,4.0,True
8135,1.166,4.5,3.2,2.4,6.0,False
8137,1.05,8.5,4.0,2.8,6.4,True
8138,1.062,8.0,2.4,2.8,4.666666666666667,True
8139,1.166,4.5,2.0,2.2,7.0,True
8140,1.1,6.5,2.4,2.2,7.0,True
8141,1.222,4.0,2.4,1.4,4.0,True
8142,1.25,3.75,2.8,2.4,2.0,True
8144,1.05,8.5,3.0,2.6,6.0,True
8145,1.142,5.0,2.0,1.8,6.0,True
8166,1.166,4.5,1.8,2.2,3.0,True
8169,1.25,3.75,3.2,2.4,4.0,True
8170,1.142,5.0,2.0,1.0,3.0,True
8176,1.062,8.0,2.6,4.4,7.0,True
8177,1.25,3.75,3.0,2.6,3.0,False
8178,1.65,2.2,3.2,3.0,2.0,False
8179,1.25,3.75,3.2,2.8,6.0,True
8183,1.083,7.0,2.0,3.4,4.0,True
8184,1.1,6.5,2.8,3.2,5.0,True
8185,1.083,7.0,2.4,3.0,4.0,True
8187,1.222,4.0,1.8,1.0,3.0,True
8189,1.3,3.4,3.0,2.2,5.0,False
8190,1.062,8.0,2.0,3.8,7.0,True
8195,1.062,8.0,3.6,2.4,6.333333333333333,True
8197,1.062,8.0,3.2,3.0,5.5,True
8200,1.083,7.0,2.6,2.2,6.0,True
8201,1.062,8.0,2.6,4.4,6.0,True
8202,1.04,9.0,3.8,4.4,3.5,True
8204,1.04,9.0,3.6,3.4,4.0,True
8205,1.111,6.0,3.2,3.2,2.0,True
8206,1.166,4.5,3.2,1.2,9.0,True
8208,1.071,7.5,2.6,4.4,9.0,True
8209,1.2,4.333,2.0,1.8,3.0,True
8210,1.2,4.333,2.4,2.2,5.0,True
8211,1.4,2.75,1.4,2.8,4.666666666666667,True
8212,1.05,8.5,3.0,2.2,4.5,True
8214,1.285,3.5,3.2,1.2,3.5,True
8215,1.222,4.0,3.2,2.2,6.0,True
8216,1.083,7.0,1.8,2.4,9.0,True
8217,1.071,7.5,2.6,3.4,6.0,True
8226,1.444,2.625,2.6,1.8,5.0,True
8227,1.083,7.0,3.2,4.4,5.2,True
8228,1.166,4.5,1.4,2.4,4.0,True
8229,1.05,8.5,3.2,4.4,6.5,True
8231,1.571,2.35,2.4,1.8,2.0,True
8234,1.166,4.5,3.8,1.8,4.5,True
8235,1.02,11.0,3.4,2.2,5.0,True
8236,1.166,4.5,1.25,2.8,2.0,True
8238,1.04,9.0,4.4,2.8,3.0,True
8244,1.3,3.4,2.0,2.6,3.25,False
8245,1.04,9.0,3.0,3.2,4.0,True
8246,1.111,6.0,2.8,2.8,6.0,True
8247,1.2,4.333,1.25,1.4,2.0,False
8248,1.125,5.5,2.8,2.6,3.0,True
8249,1.04,9.0,3.8,3.4,7.0,True
8250,1.04,9.0,2.4,3.6,3.0,True
8253,1.062,8.0,3.4,4.8,5.4,True
8255,1.166,4.5,2.2,2.6,4.0,True
8256,1.166,4.5,2.0,2.8,5.0,True
8257,1.2,4.333,1.6,2.6,7.0,False
8258,1.083,7.0,2.8,3.4,7.2,True
8259,1.65,2.2,2.0,1.4,5.0,False
8260,1.222,4.0,2.8,2.6,2.0,True
8261,1.03,10.0,3.0,3.4,4.5,True
8263,1.083,7.0,2.2,2.2,4.0,True
8264,1.363,3.0,2.2,1.4,2.6666666666666665,True
8270,1.111,6.0,3.0,2.2,1.0,True
8271,1.04,9.0,3.4,3.8,8.0,True
8272,1.04,9.0,2.8,3.6,6.666666666666667,True
8273,1.062,8.0,3.0,3.8,6.0,True
8274,1.111,6.0,3.8,2.4,5.25,True
8275,1.05,8.5,3.8,3.0,6.0,True
8277,1.071,7.5,4.4,2.8,7.0,True
8278,1.111,6.0,3.8,2.8,4.0,True
8283,1.083,7.0,3.2,2.6,3.0,True
8284,1.05,8.5,2.0,2.6,10.0,True
8286,1.062,8.0,3.0,2.6,6.0,True
8287,1.1,6.5,2.0,2.4,3.6666666666666665,True
8290,1.05,8.5,3.2,3.0,5.857142857142857,True
8291,1.062,8.0,3.0,2.8,5.6,True
8292,1.04,9.0,2.6,2.8,8.0,True
8295,1.111,6.0,3.0,4.2,7.0,True
8296,1.05,8.5,3.6,2.8,4.0,True
8297,1.04,9.0,3.0,4.2,2.3333333333333335,True
8300,1.1,6.5,3.2,2.2,3.0,True
8303,1.04,9.0,3.6,2.8,2.5,False
8304,1.071,7.5,3.0,2.8,5.5,False
8305,1.04,9.0,3.0,2.0,5.75,True
8306,1.062,8.0,3.0,2.4,5.666666666666667,True
8309,1.05,8.5,3.0,2.8,6.0,True
8310,1.1,6.5,3.0,1.4,4.666666666666667,True
8311,1.111,6.0,2.6,2.6,8.0,True
8312,1.062,8.0,3.0,1.4,4.0,True
8313,1.04,9.0,2.8,2.8,4.0,True
8314,1.071,7.5,2.0,2.8,5.0,True
8315,1.05,8.5,2.4,2.6,11.0,True
8316,1.111,6.0,3.4,2.4,5.0,True
8317,1.071,7.5,2.6,4.2,8.0,True
8318,1.083,7.0,1.6,3.8,8.0,True
8319,1.166,4.5,2.4,2.0,5.0,True
8320,1.1,6.5,1.6,2.8,5.0,True
8321,1.062,8.0,3.8,2.2,5.666666666666667,True
8322,1.062,8.0,3.0,4.2,4.0,True
8325,1.05,8.5,3.4,2.2,5.428571428571429,True
8326,1.05,8.5,3.0,2.8,5.0,True
8327,1.05,8.5,1.6,2.8,5.666666666666667,True
8335,1.111,6.0,2.0,2.0,4.0,True
8339,1.083,7.0,2.8,2.6,6.5,True
8340,1.02,11.0,2.4,4.2,7.6,True
8343,1.083,7.0,3.6,3.0,4.0,True
8344,1.071,7.5,3.8,5.0,5.0,False
8345,1.04,9.0,3.4,2.8,7.75,True
8347,1.062,8.0,3.0,3.4,5.0,True
8348,1.111,6.0,3.0,2.6,4.0,False
8351,1.111,6.0,2.8,1.8,4.0,True
8353,1.071,7.5,3.8,3.0,6.0,True
8354,1.01,15.0,2.6,2.8,6.666666666666667,True
8356,1.142,5.0,1.8,3.0,4.0,True
8357,1.04,9.0,2.6,2.6,9.0,True
8358,1.1,6.5,4.0,1.8,3.0,True
8359,1.25,3.75,2.0,2.6,3.5,True
8361,1.05,8.5,3.2,2.6,7.5,True
8375,1.083,7.0,3.8,3.0,5.333333333333333,True
8377,1.04,9.0,3.4,1.8,4.5,True
8378,1.083,7.0,2.4,2.4,4.0,True
8379,1.111,6.0,3.8,2.0,5.0,True
8380,1.05,8.5,3.4,2.5,0.0,True
8381,1.05,8.5,1.6,3.4,4.0,True
8382,1.04,9.0,2.2,4.8,6.0,True
8383,1.125,5.5,4.4,3.6,6.0,True
8384,1.05,8.5,2.2,3.4,6.0,True
8385,1.083,7.0,3.2,2.5,6.0,True
8386,1.05,8.5,2.8,2.75,6.0,True
8387,1.166,4.5,2.4,1.8,4.0,False
8388,1.071,7.5,2.8,3.4,7.0,True
8389,1.062,8.0,2.2,3.4,4.0,True
8390,1.111,6.0,1.6,2.0,2.0,True
8391,1.083,7.0,3.2,2.2,5.0,True
8392,1.062,8.0,1.25,3.0,7.0,True
8393,1.071,7.5,2.6,3.6,4.888888888888889,True
8394,1.04,9.0,2.6,3.2,4.0,True
8395,1.1,6.5,1.0,3.0,5.333333333333333,False
8397,1.062,8.0,1.6,3.6,4.6,False
8398,1.062,8.0,1.25,3.0,6.666666666666667,True
8400,1.1,6.5,2.0,1.8,4.0,True
8401,1.071,7.5,3.2,1.2,6.4,True
8402,1.083,7.0,2.8,3.0,2.0,True
8403,1.142,5.0,3.4,1.8,4.0,True
8404,1.285,3.5,2.4,1.4,2.0,False
8405,1.166,4.5,1.0,3.6,3.0,False
8406,1.222,4.0,3.4,2.6,5.0,True
8407,1.1,6.5,3.4,3.0,9.0,True
8408,1.071,7.5,4.0,2.0,5.0,True
8409,1.1,6.5,1.8,3.2,7.0,True
8410,1.285,3.5,0.8,2.6,3.3333333333333335,True
8411,1.125,5.5,1.0,2.0,5.0,True
8412,1.062,8.0,1.0,2.6,3.0,True
8413,1.05,8.5,2.8,3.4,7.0,True
8414,1.062,8.0,1.25,3.8,4.0,False
8415,1.083,7.0,4.0,3.0,5.6,True
8416,1.083,7.0,1.8,3.0,4.0,True
8417,1.083,7.0,1.0,3.6,7.0,True
8418,1.062,8.0,3.4,3.0,7.0,True
8419,1.111,6.0,1.8,2.6,5.0,True
8420,1.04,9.0,3.4,4.0,4.0,True
8421,1.1,6.5,2.8,2.0,4.0,True
8422,1.1,6.5,2.6,3.2,7.0,False
8423,1.083,7.0,4.0,3.6,4.0,True
8424,1.04,9.0,1.25,3.6,2.0,True
8425,1.083,7.0,4.0,3.2,5.0,True
8426,1.111,6.0,2.6,3.0,4.5,True
8427,1.1,6.5,3.2,1.6,4.666666666666667,True
8428,1.083,7.0,2.4,3.6,1.5,True
8429,1.166,4.5,3.4,1.6,3.0,True
8430,1.062,8.0,2.4,2.2,7.0,True
8437,1.1,6.5,0.8,2.2,2.0,False
8438,1.25,3.75,1.8,2.0,7.0,True
8439,1.1,6.5,2.2,2.8,4.0,True
8440,1.285,3.5,2.4,1.2,4.0,True
8441,1.05,8.5,3.0,2.2,2.6666666666666665,True
8442,1.05,8.5,2.6,1.8,4.0,False
8443,1.062,8.0,2.4,2.8,4.0,True
8444,1.285,3.5,2.4,1.6,6.0,True
8445,1.142,5.0,1.6,1.8,4.2,True
8446,1.1,6.5,2.4,4.2,7.333333333333333,True
8449,1.1,6.5,3.4,3.6,8.5,True
8450,1.142,5.0,2.4,2.4,5.0,True
8451,1.166,4.5,2.4,1.2,3.6,False
8452,1.222,4.0,3.4,1.4,6.0,True
8453,1.363,3.0,1.6,1.2,4.0,True
8455,1.285,3.5,2.4,1.8,3.0,True
8456,1.222,4.0,1.6,1.6,6.0,True
8457,1.111,6.0,1.0,4.2,4.5,True
8458,1.3,3.4,2.4,2.2,3.8,True
8460,1.05,8.5,2.8,2.8,3.6666666666666665,True
8461,1.2,4.333,3.4,2.2,2.8,False
8462,1.222,4.0,2.4,3.6,5.0,True
8463,1.285,3.5,2.4,1.4,4.5,True
8464,1.05,8.5,1.25,3.0,6.0,False
8465,1.083,7.0,2.8,3.2,6.0,True
8466,1.04,9.0,3.6,2.0,5.0,True
8467,1.062,8.0,0.0,2.2,5.0,False
8468,1.01,15.0,2.0,4.0,6.0,True
8470,1.4,2.75,1.6,1.2,4.333333333333333,True
8471,1.166,4.5,3.4,1.8,3.6666666666666665,True
8472,1.333,3.25,1.0,1.6,3.5714285714285716,False
8473,1.4,2.75,2.2,2.0,3.3333333333333335,True
8474,1.222,4.0,1.0,1.6,4.0,True
8475,1.125,5.5,2.2,1.6,4.0,True
8477,1.05,8.5,4.0,2.2,5.444444444444445,True
8478,1.083,7.0,2.0,2.6,7.666666666666667,True
8479,1.1,6.5,2.8,2.6,5.8,True
8480,1.05,8.5,0.0,2.6,6.0,True
8481,1.111,6.0,2.8,2.6,6.0,True
8482,1.083,7.0,2.0,3.4,4.8,True
8483,1.5,2.5,2.2,1.2,2.3333333333333335,True
8484,1.65,2.2,1.6,1.6,1.6666666666666667,True
8485,1.03,10.0,3.0,4.5,5.0,True
8486,1.285,3.5,0.6,1.2,3.0,False
8487,1.3,3.4,1.6,1.2,4.0,True
8488,1.75,2.05,1.2,2.6,3.3333333333333335,True
8489,1.85,1.95,0.6,2.0,2.3333333333333335,True
8490,1.02,11.0,3.25,4.0,7.0,True
8492,1.03,10.0,3.2,3.2,7.166666666666667,True
8493,1.615,2.25,0.6,1.6,3.0,False
8494,1.062,8.0,3.2,4.0,5.0,True
8495,1.05,8.5,3.25,2.2,8.0,True
8496,1.012,13.0,3.0,3.2,7.666666666666667,True
8497,1.04,9.0,1.4,3.6,4.0,True
8498,1.8,2.0,0.6,1.2,2.3333333333333335,False
8499,1.025,10.5,3.25,3.2,7.0,True
8500,1.04,9.0,3.0,4.0,7.666666666666667,True
8501,1.1,6.5,4.0,2.6,5.333333333333333,True
8502,1.05,8.5,2.0,2.6,5.125,True
8503,1.166,4.5,1.8,1.8,2.0,True
8504,1.111,6.0,2.2,2.2,7.5,True
8505,1.062,8.0,3.6,2.8,4.6,True
8507,1.083,7.0,2.8,2.2,5.0,True
8508,1.071,7.5,2.4,2.2,5.0,True
8510,1.1,6.5,2.4,2.2,4.333333333333333,False
8511,1.04,9.0,3.6,1.2,5.571428571428571,True
8512,1.04,9.0,3.2,3.6,4.0,True
8513,1.05,8.5,1.8,3.2,9.0,True
8514,1.071,7.5,1.8,3.0,5.125,True
8515,1.05,8.5,2.8,3.2,4.0,True
8516,1.04,9.0,2.0,3.4,4.0,True
8517,1.1,6.5,1.0,2.8,2.0,True
8518,1.03,10.0,1.8,4.0,7.0,True
8519,1.05,8.5,2.6,3.8,9.0,True
8520,1.1,6.5,1.6,1.2,4.0,True
8521,1.05,8.5,2.4,3.6,5.5,True
8522,1.05,8.5,3.2,2.2,7.666666666666667,True
8523,1.083,7.0,3.2,2.4,8.0,True
8524,1.083,7.0,4.0,3.4,6.25,True
8525,1.062,8.0,2.2,2.6,4.5,True
8528,1.04,9.0,0.8,2.8,7.0,True
8533,1.04,9.0,0.8,3.6,5.0,True
8534,1.1,6.5,3.2,2.2,2.0,True
8536,1.05,8.5,2.4,2.8,6.25,True
8537,1.062,8.0,3.6,2.2,4.75,True
8538,1.05,8.5,3.0,3.4,3.6666666666666665,True
8539,1.142,5.0,3.4,2.2,4.0,True
8540,1.3,3.4,2.4,1.2,2.4,True
8541,1.04,9.0,1.6,4.8,5.0,True
8542,1.1,6.5,1.8,1.4,8.0,True
8543,1.071,7.5,2.6,3.2,4.0,True
8544,1.1,6.5,3.2,3.0,6.0,True
8545,1.05,8.5,3.4,1.8,6.0,True
8546,1.062,8.0,2.8,2.8,4.0,True
8547,1.05,8.5,2.5,1.8,6.0,True
8548,1.062,8.0,2.8,1.8,4.0,True
8549,1.25,3.75,2.2,1.4,6.0,False
8551,1.062,8.0,3.2,1.8,5.0,True
8552,1.062,8.0,2.2,2.6,8.0,True
8554,1.071,7.5,2.2,3.0,5.0,False
8556,1.062,8.0,4.4,2.2,4.0,True
8557,1.083,7.0,0.8,1.8,3.0,True
8558,1.03,10.0,2.2,1.8,10.0,False
8559,1.1,6.5,2.8,3.5,7.0,True
8560,1.083,7.0,2.5,1.8,11.0,False
8561,1.333,3.25,1.8,1.0,4.0,True
8565,1.25,3.75,2.2,1.2,5.0,True
8566,1.111,6.0,3.6,2.8,3.0,True
8567,1.03,10.0,0.8,2.6,6.0,False
8568,1.142,5.0,1.8,1.8,3.0,True
8573,1.05,8.5,1.8,2.8,6.0,False
8574,1.083,7.0,3.4,1.4,3.0,True
8575,1.05,8.5,3.2,3.4,3.0,True
8577,1.125,5.5,2.2,5.0,7.0,True
8578,1.05,8.5,2.0,2.5,11.0,True
8586,1.04,9.0,2.0,2.2,6.0,True
8589,1.05,8.5,2.0,3.4,2.0,True
8590,1.083,7.0,2.4,1.8,4.0,True
8592,1.05,8.5,0.0,3.4,4.0,True
8593,1.1,6.5,1.0,2.4,5.0,False
8597,1.04,9.0,4.4,2.5,6.0,True
8599,1.1,6.5,2.2,2.2,9.0,True
8604,1.05,8.5,2.4,4.8,9.0,True
8608,1.083,7.0,2.4,3.4,4.0,True
8610,1.05,8.5,1.6,2.4,6.0,True
8612,1.125,5.5,2.0,1.8,4.6,False
8613,1.083,7.0,1.4,3.4,5.5,True
8614,1.166,4.5,3.4,1.8,6.666666666666667,True
8616,1.1,6.5,3.0,2.8,7.0,True
8619,1.142,5.0,1.6,1.8,3.5,True
8621,1.2,4.333,1.8,3.6,3.0,False
8624,1.166,4.5,2.4,1.8,4.666666666666667,True
8626,1.3,3.4,1.8,1.4,4.0,True
8628,1.03,10.0,2.2,3.5,7.0,False
8631,1.111,6.0,3.4,3.4,5.333333333333333,True
8632,1.3,3.4,1.6,1.2,2.5,False
8633,1.222,4.0,2.4,1.8,6.0,True
8636,1.111,6.0,2.4,2.4,5.0,True
8637,1.04,9.0,3.6,2.2,4.5,True
8639,1.166,4.5,3.4,1.2,4.0,True
8640,1.1,6.5,2.6,2.8,4.0,True
8643,1.083,7.0,2.4,2.2,3.5,True
8644,1.363,3.0,2.4,1.6,4.0,True
8647,1.142,5.0,3.4,1.2,4.5,True
8648,1.062,8.0,2.4,1.8,4.5,False
8651,1.25,3.75,2.0,2.0,2.0,True
8656,1.1,6.5,2.2,3.4,6.0,True
8660,1.062,8.0,2.0,3.4,9.0,True
8667,1.142,5.0,3.4,1.8,6.0,True
8679,1.083,7.0,1.6,2.2,5.0,True
8686,1.615,2.25,1.2,1.8,2.0,True
8687,1.4,2.75,1.6,1.8,3.0,True
8689,1.2,4.333,1.2,2.8,3.0,True
8690,1.222,4.0,1.2,2.0,6.0,True
8691,1.125,5.5,2.2,2.0,4.75,True
8692,1.025,10.5,2.6,4.2,5.333333333333333,True
8693,1.285,3.5,2.0,1.8,4.0,False
8694,1.25,3.75,3.4,2.0,2.0,True
8695,1.142,5.0,2.2,2.4,3.1666666666666665,True
8696,1.05,8.5,1.4,5.0,3.6666666666666665,True
8697,1.166,4.5,1.4,1.8,5.0,False
8698,1.222,4.0,3.2,2.4,2.6666666666666665,False
8699,1.166,4.5,4.0,1.0,5.0,True
8700,1.333,3.25,1.8,2.6,4.2,False
8701,1.1,6.5,3.2,2.0,7.0,True
8702,1.125,5.5,2.2,3.0,13.0,True
8703,1.2,4.333,3.2,1.8,3.0,True
8704,1.25,3.75,2.0,1.8,4.0,False
8705,1.015,12.0,4.4,2.2,11.0,True
8706,1.02,11.0,2.6,2.2,3.3333333333333335,True
8707,1.6,2.3,0.8,1.6,2.6666666666666665,False
8708,1.015,12.0,2.4,2.8,7.666666666666667,True
8709,1.333,3.25,1.0,2.6,3.3333333333333335,True
8710,1.002,19.0,2.0,3.4,5.666666666666667,True
8711,1.166,4.5,2.2,2.8,4.0,True
8712,1.062,8.0,2.4,1.6,3.0,True
8713,1.1,6.5,2.2,3.4,7.0,True
8714,1.1,6.5,2.0,1.6,1.0,False
8715,1.05,8.5,4.4,2.2,11.0,True
8716,1.025,10.5,1.4,2.4,4.666666666666667,True
8717,1.1,6.5,2.8,2.4,3.6666666666666665,True
8718,1.02,11.0,1.4,4.4,9.0,True
8719,1.111,6.0,2.2,1.6,1.0,True
8720,1.062,8.0,2.0,2.8,3.3333333333333335,True
8721,1.142,5.0,1.4,2.2,5.333333333333333,True
8722,1.01,15.0,2.6,2.4,5.666666666666667,True
8724,1.166,4.5,2.4,2.4,3.3333333333333335,True
8726,1.166,4.5,2.2,1.6,4.5,False
8727,1.05,8.5,2.4,3.4,6.666666666666667,True
8729,1.111,6.0,2.8,3.0,6.0,True
8730,1.25,3.75,1.8,2.4,6.0,True
8731,1.333,3.25,2.0,2.6,4.0,False
8732,1.25,3.75,3.2,1.0,4.5,True
8733,1.25,3.75,1.4,2.4,3.0,True
8734,1.071,7.5,2.4,2.0,7.666666666666667,True
8735,1.111,6.0,1.6,2.6,4.0,True
8736,1.142,5.0,2.2,2.4,4.8,True
8737,1.083,7.0,3.2,3.0,6.666666666666667,True
8738,1.25,3.75,1.4,2.0,3.0,True
8739,1.25,3.75,2.0,1.4,4.0,False
8740,1.125,5.5,2.0,2.2,4.5,True
8741,1.2,4.333,2.6,3.4,5.0,True
8742,1.125,5.5,2.0,1.6,4.4,False
8743,1.125,5.5,1.4,2.4,5.0,False
8744,1.142,5.0,2.4,2.4,5.0,True
8746,1.142,5.0,2.2,1.8,2.4,True
8748,1.166,4.5,3.0,2.2,3.0,True
8749,1.125,5.5,2.0,2.8,1.0,True
8750,1.012,13.0,2.2,4.4,5.0,True
8751,1.333,3.25,2.2,1.0,3.25,True
8753,1.05,8.5,2.4,1.2,4.5,False
8755,1.222,4.0,2.0,1.0,2.0,False
8758,1.333,3.25,2.0,1.8,4.25,True
8761,1.012,13.0,1.4,2.2,5.0,True
8763,1.04,9.0,1.6,2.2,6.0,True
8764,1.015,12.0,2.6,2.2,4.5,True
8769,1.025,10.5,2.2,3.4,8.0,True
8773,1.125,5.5,2.2,2.2,3.5,True
8775,1.2,4.333,1.6,1.75,5.0,True
8776,1.01,15.0,2.2,2.2,6.0,True
8777,1.142,5.0,2.8,2.2,5.5,True
8778,1.04,9.0,2.8,2.2,2.0,True
8779,1.7,2.1,1.0,0.6,2.6666666666666665,True
8798,1.01,15.0,2.4,1.6,6.0,True
8800,1.333,3.25,1.6,2.6,3.0,False
8801,1.062,8.0,2.2,1.6,2.5,True
8802,1.1,6.5,2.4,1.2,5.2,True
8803,1.166,4.5,1.2,1.0,3.5714285714285716,False
8805,1.01,15.0,2.6,2.75,8.0,True
8806,1.02,11.0,2.6,2.4,5.333333333333333,True
8807,1.025,10.5,2.6,2.75,8.0,True
8808,1.04,9.0,2.8,2.4,5.0,True
8813,1.083,7.0,2.6,2.4,3.0,True
8814,1.005,17.0,2.8,4.2,7.333333333333333,True
8815,1.166,4.5,2.0,2.8,4.0,True
8816,1.012,13.0,3.0,3.4,6.0,True
8817,1.1,6.5,3.0,3.0,5.666666666666667,True
8819,1.083,7.0,2.0,2.2,2.0,True
8820,1.222,4.0,2.6,3.0,4.0,True
8825,1.083,7.0,1.6,1.8,6.5,True
8826,1.142,5.0,2.6,1.8,5.0,False
8828,1.02,11.0,3.0,2.2,6.5,True
8832,1.03,10.0,2.6,3.0,7.5,True
8835,1.333,3.25,1.6,1.2,3.2,False
8836,1.125,5.5,2.4,1.6,3.3333333333333335,False
8837,1.125,5.5,2.0,1.8,2.3333333333333335,True
8838,1.444,2.625,2.2,2.0,3.5,True
8839,1.142,5.0,2.0,2.2,4.666666666666667,True
8840,1.4,2.75,1.6,2.6,2.6666666666666665,True
8841,1.166,4.5,2.8,2.4,4.666666666666667,True
8842,1.142,5.0,3.0,1.8,6.333333333333333,True
8843,1.025,10.5,2.2,2.2,5.0,True
8845,1.533,2.375,2.2,2.0,4.0,True
8846,2.0,1.8,1.2,0.6,3.6666666666666665,False
8848,1.015,12.0,2.0,2.8,8.0,True
8850,1.05,8.5,3.4,2.8,7.0,True
8851,1.6,2.3,0.6,2.0,1.0,True
8852,1.444,2.625,2.2,1.6,2.5,False
8853,1.083,7.0,3.4,2.2,5.5,True
8854,1.142,5.0,2.8,2.4,5.666666666666667,False
8855,1.111,6.0,2.0,1.6,3.6666666666666665,True
8856,1.222,4.0,2.0,2.4,2.3333333333333335,True
8857,1.142,5.0,3.4,1.8,4.333333333333333,True
8858,1.5,2.5,1.2,1.2,5.285714285714286,False
8859,1.012,13.0,2.0,2.6,6.8,True
8860,1.062,8.0,1.4,2.2,4.0,True
8861,1.125,5.5,1.2,2.0,4.0,True
8862,1.166,4.5,1.8,1.8,3.6666666666666665,True
8863,1.222,4.0,1.2,1.8,2.6666666666666665,False
8864,1.166,4.5,1.2,1.8,3.6666666666666665,False
8865,1.111,6.0,1.8,3.6,6.333333333333333,True
8866,1.142,5.0,2.2,1.8,4.0,True
8867,1.222,4.0,1.2,2.2,5.0,True
8868,1.142,5.0,2.8,2.2,6.0,True
8869,1.083,7.0,2.2,2.2,4.666666666666667,True
8870,1.142,5.0,1.4,3.6,5.666666666666667,True
